,Player,Team,Age,Less than 5ft._FGM,Less than 5ft._FGA,Less than 5ft._FG%,5-9 ft._FGM,5-9 ft._FGA,5-9 ft._FG%,10-14 ft._FGM,10-14 ft._FGA,10-14 ft._FG%,15-19 ft._FGM,15-19 ft._FGA,15-19 ft._FG%,20-24 ft._FGM,20-24 ft._FGA,20-24 ft._FG%,25-29 ft._FGM,25-29 ft._FGA,25-29 ft._FG%
0,A.J. Lawson,DAL,22,2.2,2.8,78.6,0.6,1.0,55.6,0.8,1.4,54.5,0.3,0.4,66.7,0.4,1.7,26.7,0.6,1.8,33.3
1,AJ Green,MIL,23,4.1,6.3,66.0,1.0,2.4,42.6,1.0,2.0,46.5,0.6,1.5,42.3,0.7,2.1,32.4,1.8,5.0,36.1
2,AJ Griffin,ATL,19,8.8,13.8,63.4,1.6,3.7,42.3,1.4,3.3,40.8,0.8,1.8,41.9,2.5,6.3,39.1,2.8,8.7,31.6
3,Aaron Gordon,DEN,27,12.7,19.0,66.7,2.6,6.7,39.0,1.9,4.4,44.0,1.3,3.3,40.5,3.1,8.6,36.8,4.3,12.8,34.0
4,Aaron Holiday,ATL,26,6.9,10.6,64.9,1.0,2.6,38.3,0.8,2.3,36.2,0.6,1.5,40.9,1.7,4.2,39.6,2.1,6.2,33.9
5,Aaron Nesmith,IND,23,9.3,15.3,60.9,2.1,4.8,43.5,1.9,3.8,48.7,1.2,2.8,43.0,3.0,7.1,42.6,3.8,10.1,37.5
6,Aaron Wiggins,OKC,24,7.9,12.6,62.9,1.6,4.0,40.6,0.9,2.1,41.3,0.8,1.9,39.5,2.3,5.8,40.2,2.8,8.0,34.5
7,Admiral Schofield,ORL,25,4.6,6.6,69.1,0.9,2.2,42.1,0.8,1.3,56.3,0.7,1.5,43.2,1.6,4.0,40.4,2.5,6.9,36.8
8,Al Horford,BOS,36,11.6,18.0,64.3,2.8,7.3,38.0,2.2,5.4,41.6,2.4,4.7,51.0,2.8,7.2,39.2,5.0,15.2,33.0
9,Alec Burks,DET,31,10.0,14.9,67.6,2.0,5.0,40.2,1.1,2.3,48.5,0.9,2.2,39.8,2.5,6.3,39.6,2.8,8.7,32.8
10,Aleksej Pokusevski,OKC,21,9.1,14.9,61.2,2.1,4.5,47.1,1.0,2.7,37.3,0.9,2.1,41.3,3.2,7.6,42.2,3.7,9.4,39.5
11,Alex Caruso,CHI,28,8.8,13.3,65.7,1.6,4.2,38.8,1.4,3.2,42.9,1.0,2.4,42.9,2.7,7.1,38.0,4.0,11.4,35.0
12,Alex Len,SAC,29,1.6,2.5,63.6,0.2,0.8,28.6,0.1,0.7,16.7,0.0,1.0,0.0,0.6,1.2,53.8,0.5,1.9,23.8
13,Alize Johnson,SAS,26,2.3,6.3,36.0,0.8,1.8,42.9,0.0,0.3,0.0,0.3,1.3,25.0,1.0,2.7,37.5,1.5,3.3,46.2
14,Alondes Williams,BKN,23,3.0,5.0,60.0,1.0,1.0,100,1.0,1.0,100,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0
15,Alperen Sengun,HOU,20,10.9,16.2,67.4,2.4,5.2,45.0,1.8,3.9,45.6,1.3,3.2,39.8,2.9,7.9,36.3,6.2,15.5,40.4
16,Amir Coffey,LAC,25,6.3,10.7,58.8,1.4,3.5,40.0,1.1,2.1,50.7,0.9,1.7,53.7,1.1,3.4,32.8,2.8,7.8,35.8
17,Andre Drummond,CHI,29,4.7,7.1,65.7,1.5,3.0,50.0,0.6,1.6,38.5,0.5,1.3,40.7,1.2,3.8,32.5,2.1,6.1,34.6
18,Andre Iguodala,GSW,39,4.0,7.3,54.5,2.7,4.3,61.5,1.7,3.3,50.0,0.7,3.3,20.0,1.0,2.3,42.9,1.0,5.3,18.8
19,Andrew Nembhard,IND,23,10.5,18.1,58.1,2.6,5.7,45.3,2.0,4.3,45.5,1.3,3.0,45.1,2.7,7.5,35.9,4.7,11.6,40.5
20,Andrew Wiggins,GSW,27,10.8,16.4,65.7,4.7,10.4,45.2,1.8,5.0,35.8,1.8,3.9,46.7,3.2,8.7,36.7,5.4,14.9,36.0
21,Anfernee Simons,POR,23,15.4,23.7,64.9,2.9,6.7,43.8,1.9,4.8,39.5,1.9,4.4,44.0,3.4,9.4,35.9,5.6,15.2,36.7
22,Anthony Davis,LAL,29,13.3,20.3,65.3,2.8,6.7,42.7,2.8,6.4,44.4,2.4,5.1,47.0,3.3,9.0,37.2,5.3,16.1,32.9
23,Anthony Edwards,MIN,21,14.6,23.2,62.8,2.8,6.8,41.9,2.5,5.6,44.3,1.3,3.6,35.9,4.3,11.7,36.8,5.4,14.9,36.5
24,Anthony Gill,WAS,30,4.0,6.4,63.0,1.3,3.1,43.0,0.6,1.0,60.0,0.6,1.6,38.0,0.9,2.4,36.4,1.8,4.8,37.0
25,Anthony Lamb,GSW,25,6.2,9.0,68.3,2.9,6.2,46.2,1.1,2.6,41.4,1.0,2.4,43.2,2.2,5.3,42.2,3.3,9.3,35.2
26,Austin Reaves,LAL,24,10.9,17.6,62.4,2.9,6.4,45.5,2.3,4.9,46.8,1.9,4.4,44.6,3.0,7.2,41.4,4.3,14.1,30.8
27,Austin Rivers,MIN,30,9.2,13.9,66.2,1.9,4.5,40.8,1.7,3.5,48.6,0.7,1.9,37.2,2.7,7.5,35.3,3.1,7.8,40.2
28,Ayo Dosunmu,CHI,23,11.9,17.7,66.9,2.2,5.8,38.4,1.3,3.5,38.6,1.2,2.9,41.7,3.0,8.4,35.4,4.7,13.0,36.0
29,Bam Adebayo,MIA,25,11.5,17.1,67.2,3.5,7.0,49.1,2.2,5.4,40.4,1.4,3.4,40.7,3.8,9.9,38.7,5.7,16.5,34.4
30,Ben Simmons,BKN,26,10.8,18.3,59.0,2.3,6.0,38.7,1.6,4.1,39.2,0.9,2.9,32.7,3.1,8.0,38.0,4.1,11.7,34.7
31,Bennedict Mathurin,IND,20,12.1,19.8,61.0,2.1,5.1,42.3,1.6,3.7,42.8,1.2,2.8,42.7,2.8,7.5,37.3,4.2,12.0,35.3
32,Bismack Biyombo,PHX,30,5.0,8.9,55.8,1.2,3.5,35.1,1.0,2.5,39.6,0.9,1.9,44.2,1.4,3.5,41.3,2.0,6.1,33.7
33,Blake Griffin,BOS,33,4.1,6.7,61.7,1.4,3.0,46.4,0.9,2.0,42.6,1.9,3.0,64.6,1.0,3.0,35.3,2.2,6.0,36.7
34,Blake Wesley,SAS,19,6.4,9.8,64.8,1.2,2.1,56.5,1.0,2.1,47.8,0.9,1.5,58.8,1.0,3.1,32.3,1.5,4.1,37.8
35,Boban Marjanovic,HOU,34,1.3,1.6,81.5,0.3,0.8,30.8,0.5,0.7,63.6,0.2,0.5,50.0,0.4,1.2,35.7,0.8,2.8,27.7
36,Bobby Portis,MIL,28,9.7,15.7,61.8,2.3,5.4,42.1,2.6,6.0,42.4,1.8,4.2,43.4,1.9,6.0,31.2,4.7,12.8,36.4
37,Bogdan Bogdanovic,ATL,30,13.3,20.5,64.7,2.0,5.0,40.3,1.6,4.3,37.3,1.9,3.5,52.7,3.8,9.9,38.3,4.2,12.8,32.8
38,Bojan Bogdanovic,DET,33,15.1,22.3,67.7,2.8,6.5,44.0,1.8,4.4,40.3,1.4,3.1,45.2,3.5,8.7,40.6,4.8,13.3,35.9
39,Bol Bol,ORL,23,9.6,13.5,70.9,1.6,4.2,39.0,1.3,3.1,42.1,1.1,2.2,47.4,3.0,7.5,39.8,4.1,12.3,33.2
40,Bones Hyland,LAC,22,8.6,12.1,71.4,1.6,4.1,40.4,0.8,2.1,38.8,1.0,2.0,50.0,2.2,5.7,38.1,3.3,8.8,37.5
41,Bradley Beal,WAS,29,12.8,19.6,65.0,3.0,8.6,35.1,2.3,5.4,43.6,1.7,4.2,40.6,2.4,7.0,34.2,5.6,15.2,36.7
42,Brandon Boston Jr.,LAC,21,4.5,7.1,64.2,1.4,3.3,42.9,0.8,1.5,53.6,0.8,1.9,41.4,1.1,3.1,34.0,2.2,5.1,44.0
43,Brandon Clarke,MEM,26,7.4,12.5,58.9,1.5,4.2,37.0,0.9,2.6,34.4,0.9,1.8,49.4,2.4,6.0,39.5,3.3,9.8,33.1
44,Brandon Ingram,NOP,25,11.4,17.3,65.7,3.2,7.2,44.4,1.8,4.3,41.1,1.5,3.7,41.0,3.4,9.0,37.4,5.8,15.6,37.0
45,Braxton Key,DET,25,1.3,1.3,100.0,0.5,0.5,100,0.0,1.0,0.0,-,-,-,0.7,1.3,50.0,0.7,3.3,20.0
46,Brook Lopez,MIL,34,9.8,16.5,59.4,2.9,6.9,42.7,3.4,7.1,48.1,2.3,5.8,40.1,2.2,7.1,31.5,5.3,14.6,36.0
47,Bruce Brown,DEN,26,12.2,17.9,68.3,2.3,6.3,36.7,1.6,3.7,43.1,1.4,3.1,45.0,3.0,8.2,36.1,4.2,12.0,35.1
48,Bruno Fernando,ATL,24,3.7,6.0,62.7,0.9,2.7,32.1,0.9,2.0,47.2,0.7,1.5,43.2,1.2,3.0,39.8,2.5,6.7,36.5
49,Bryce McGowens,CHA,20,4.8,9.0,53.2,2.1,3.9,53.5,1.1,2.5,44.0,0.8,1.4,55.6,2.1,4.3,49.4,2.8,7.9,35.9
50,Bryn Forbes,MIN,29,4.4,7.2,61.5,0.8,1.8,44.4,0.7,1.3,50.0,0.4,1.0,40.0,1.4,4.0,35.4,1.9,4.7,40.7
51,Buddy Boeheim,DET,23,0.0,0.0,0.0,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0,1.0,0.0
52,Buddy Hield,IND,30,13.1,21.8,60.1,2.8,6.3,44.6,2.5,5.3,46.2,1.5,3.4,43.2,3.5,9.0,38.7,5.0,13.9,35.8
53,CJ McCollum,NOP,31,14.4,21.1,68.1,3.1,7.4,42.1,2.1,5.0,42.1,1.5,3.9,38.9,4.0,10.2,38.9,5.0,16.2,30.7
54,Cade Cunningham,DET,21,16.0,24.6,65.1,3.3,6.8,47.6,2.3,5.9,39.4,1.8,3.2,57.9,2.6,8.5,30.4,5.6,14.8,37.6
55,Caleb Houstan,ORL,20,7.0,10.0,69.7,1.2,2.7,43.7,1.0,2.2,46.2,0.6,1.5,42.2,1.7,4.6,37.0,2.9,8.1,35.8
56,Caleb Martin,MIA,27,10.7,15.6,68.8,3.2,6.4,49.7,2.1,4.6,45.4,1.4,3.4,41.7,3.3,8.2,39.9,4.7,14.3,32.6
57,Cam Reddish,POR,23,8.4,12.9,65.4,1.4,4.5,30.3,1.8,3.5,52.2,0.9,2.0,45.0,3.1,7.9,39.2,3.7,10.3,35.4
58,Cam Thomas,BKN,21,6.2,10.3,59.7,1.5,3.6,41.1,1.0,2.5,39.8,0.4,1.5,28.1,2.1,5.3,40.2,2.5,7.3,33.6
59,Cameron Johnson,BKN,26,9.2,15.8,58.0,1.5,5.5,28.0,2.0,4.1,48.6,1.2,3.0,39.2,3.2,7.9,40.3,3.1,10.0,31.2
60,Cameron Payne,PHX,28,10.1,15.6,65.0,2.0,4.9,41.3,1.7,3.5,48.5,1.0,2.9,34.1,2.1,5.5,38.7,3.3,9.1,36.1
61,Caris LeVert,CLE,28,11.2,18.0,62.4,2.9,6.6,43.9,1.8,4.7,39.0,1.4,3.2,42.3,3.0,7.7,39.0,4.4,12.3,35.5
62,Carlik Jones,CHI,25,0.0,1.0,0.0,-,-,-,0.0,0.0,0.0,-,-,-,-,-,-,1.0,1.0,100
63,Cedi Osman,CLE,27,7.8,12.5,62.6,1.8,4.7,39.1,1.4,3.4,41.3,0.9,2.3,38.5,1.8,4.7,38.3,2.9,8.4,35.1
64,Charles Bassey,SAS,22,5.8,9.2,62.7,1.1,2.1,51.0,0.6,1.7,36.8,0.8,1.9,43.6,1.4,4.2,34.0,2.6,6.6,39.2
65,Chima Moneke,SAC,27,1.5,1.5,100.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,33.3,2.0,5.0,40.0
66,Chimezie Metu,SAC,25,4.8,7.8,61.3,1.1,2.5,43.3,0.5,1.5,35.7,0.6,1.6,38.7,1.4,3.2,42.9,1.6,4.5,34.8
67,Chris Boucher,TOR,30,7.6,11.7,64.6,1.7,3.7,47.3,1.4,2.7,53.4,0.7,1.8,40.0,2.3,6.0,38.3,3.2,8.6,36.9
68,Chris Duarte,IND,25,8.1,12.5,64.4,1.5,3.3,44.0,1.2,2.9,40.0,0.9,2.1,44.1,2.1,5.5,37.8,3.3,8.4,39.2
69,Chris Paul,PHX,37,11.4,18.5,62.0,2.3,6.8,33.2,2.4,5.1,47.0,1.7,3.6,46.6,3.6,8.5,42.7,4.5,13.4,33.7
70,Chris Silva,DAL,26,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0
71,Christian Braun,DEN,21,6.8,9.9,69.0,1.6,3.9,41.6,0.8,1.8,47.4,0.6,1.6,40.8,1.5,4.3,35.4,1.9,6.0,31.6
