,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Luka Doncic,DAL,23,47,47,54.3,4.9,12.1,40.4,50.4,23.1,2.5,5.2,47.4,31.1,2.5,7.0,35.2
1,Devin Booker,PHX,26,30,29,56.4,5.0,11.4,43.4,49.7,36.0,3.5,7.3,48.4,20.4,1.4,4.1,34.6
2,Trae Young,ATL,24,49,49,54.0,4.0,10.7,37.7,45.4,27.4,2.4,5.4,44.0,26.6,1.6,5.3,31.2
3,DeMar DeRozan,CHI,33,50,50,58.3,5.0,10.6,47.4,47.9,57.0,4.9,10.3,47.6,1.3,0.1,0.2,41.7
4,Kevin Durant,PHX,34,39,39,55.1,5.6,10.3,54.7,59.0,42.8,4.8,8.0,59.6,12.3,0.9,2.3,37.7
5,Kyrie Irving,DAL,30,41,41,48.1,4.5,9.8,45.8,54.6,24.9,2.8,5.1,54.4,23.2,1.7,4.7,36.6
6,Donovan Mitchell,CLE,26,46,46,49.2,4.1,9.6,42.9,55.1,19.1,1.8,3.7,47.6,30.1,2.4,5.9,39.9
7,Shai Gilgeous-Alexander,OKC,24,50,50,46.6,4.4,9.4,46.6,50.1,37.6,3.7,7.6,49.1,9.0,0.7,1.8,36.3
8,Damian Lillard,POR,32,43,43,46.2,3.7,9.2,40.3,54.0,11.9,1.2,2.4,50.2,34.3,2.5,6.9,36.9
9,Brandon Ingram,NOP,25,21,21,53.8,3.9,9.1,42.6,44.7,47.6,3.5,8.0,43.5,6.2,0.4,1.1,36.2
10,Stephen Curry,GSW,34,37,37,45.1,4.1,9.0,45.9,62.0,14.5,1.2,2.9,42.9,30.6,2.9,6.1,47.3
11,De'Aaron Fox,SAC,25,49,49,49.7,3.7,9.0,40.9,45.0,36.0,2.9,6.5,45.2,13.7,0.7,2.5,29.6
12,CJ McCollum,NOP,31,50,50,48.5,3.8,8.8,42.5,49.7,30.0,2.5,5.5,45.6,18.4,1.3,3.4,37.5
13,Cade Cunningham,DET,21,12,12,47.3,3.7,8.8,41.5,45.3,32.6,3.0,6.1,49.3,14.7,0.7,2.8,24.4
14,Dejounte Murray,ATL,26,51,50,48.1,4.0,8.8,46.0,49.7,38.1,3.4,6.9,48.7,10.0,0.7,1.8,35.7
15,Tyler Herro,MIA,23,43,43,50.7,3.4,8.6,39.3,48.9,25.7,1.7,4.3,39.5,25.0,1.6,4.2,39.0
16,Jamal Murray,DEN,25,45,45,52.5,3.6,8.4,43.2,52.0,30.5,2.2,4.9,44.4,22.0,1.5,3.5,41.9
17,Kawhi Leonard,LAC,31,32,31,51.2,3.8,8.3,46.6,50.2,40.3,3.3,6.5,50.0,10.9,0.6,1.8,33.7
18,Chris Paul,PHX,37,36,35,75.6,3.4,8.3,41.8,47.6,48.3,2.5,5.3,46.8,27.2,1.0,3.0,32.7
19,Paul George,LAC,32,41,41,46.7,3.4,8.2,41.4,51.2,23.6,1.8,4.2,42.9,23.1,1.6,4.0,39.8
20,Jalen Brunson,NYK,26,52,52,45.9,3.5,8.0,43.6,49.9,30.7,2.5,5.4,46.6,15.2,1.0,2.6,37.7
21,Anthony Edwards,MIN,21,58,58,41.7,2.8,8.0,35.1,44.9,16.9,1.2,3.3,37.4,24.7,1.6,4.8,33.4
22,LaMelo Ball,CHA,21,29,29,39.4,2.8,8.0,35.1,45.2,15.2,1.2,3.1,38.1,24.2,1.6,4.9,33.1
23,James Harden,PHI,33,37,37,55.6,3.1,8.0,38.8,51.2,17.4,1.1,2.5,44.6,38.2,2.0,5.5,36.1
24,Terry Rozier,CHA,28,46,46,41.1,2.9,7.9,36.1,44.1,19.6,1.6,3.8,42.3,21.5,1.3,4.1,30.5
25,Fred VanVleet,TOR,28,47,47,47.0,2.9,7.7,38.1,48.1,19.6,1.4,3.2,43.3,27.4,1.5,4.5,34.2
26,Zach LaVine,CHI,27,50,50,43.0,2.8,7.6,36.5,44.6,20.9,1.5,3.7,41.6,22.1,1.2,3.9,31.6
27,Darius Garland,CLE,23,47,47,46.2,3.2,7.6,42.0,51.0,24.0,1.8,3.9,46.4,22.3,1.4,3.7,37.2
28,Ja Morant,MEM,23,45,45,36.2,3.0,7.5,39.5,46.6,19.7,1.9,4.1,46.2,16.4,1.1,3.4,31.5
29,Tyrese Haliburton,IND,22,44,44,50.0,3.1,7.5,41.0,55.3,13.5,0.9,2.0,46.0,36.5,2.1,5.5,39.3
30,Jalen Green,HOU,21,51,51,41.5,2.6,7.4,35.7,44.7,18.0,1.3,3.2,40.7,23.5,1.3,4.2,31.7
31,Jrue Holiday,MIL,32,44,44,46.8,3.0,7.4,40.0,50.5,19.7,1.4,3.1,45.3,27.1,1.6,4.3,36.3
32,Anfernee Simons,POR,23,53,53,43.2,3.0,7.4,40.4,50.5,19.0,1.5,3.3,45.8,24.2,1.5,4.1,36.1
33,Joel Embiid,PHI,28,41,41,34.5,3.0,7.2,41.5,43.4,28.5,2.7,5.9,45.7,6.0,0.3,1.2,21.8
34,Kevin Porter Jr.,HOU,22,40,40,45.9,2.6,7.0,37.2,46.5,19.0,1.3,2.9,45.4,26.8,1.3,4.1,31.5
35,Jayson Tatum,BOS,24,52,52,32.6,2.1,7.0,29.7,38.9,10.7,0.8,2.3,34.2,21.8,1.3,4.7,27.5
36,Devin Vassell,SAS,22,29,29,41.9,2.7,6.7,39.7,42.5,30.7,2.3,4.9,46.5,11.2,0.4,1.8,21.2
37,LeBron James,LAL,38,44,44,29.2,2.2,6.7,32.8,39.2,16.7,1.3,3.8,34.7,12.6,0.9,2.9,30.1
38,Bradley Beal,WAS,29,32,31,40.0,3.1,6.5,47.4,52.2,27.7,2.5,4.5,54.5,12.2,0.6,2.0,31.5
39,Jaylen Brown,BOS,26,48,48,31.7,2.8,6.4,43.2,49.5,19.4,2.0,3.9,50.0,12.4,0.8,2.5,32.4
40,Jordan Poole,GSW,23,54,54,39.0,2.3,6.3,36.4,45.4,16.4,1.1,2.6,43.7,22.6,1.1,3.6,31.1
41,D'Angelo Russell,LAL,26,54,53,46.4,2.7,6.2,43.9,53.3,24.4,1.6,3.3,47.9,22.0,1.2,3.0,39.5
42,Julius Randle,NYK,28,56,56,34.2,2.5,6.2,40.5,48.0,19.0,1.6,3.4,45.8,15.2,0.9,2.8,33.8
43,Klay Thompson,GSW,33,42,42,33.3,2.4,6.2,38.6,46.5,19.2,1.4,3.5,39.4,14.2,1.0,2.6,37.4
44,Pascal Siakam,TOR,28,46,46,32.3,2.5,6.1,41.8,44.1,26.9,2.3,5.1,44.6,5.4,0.3,1.0,27.5
45,Gary Trent Jr.,TOR,24,49,49,40.5,2.3,5.9,39.2,45.0,25.3,1.6,3.7,43.9,15.2,0.7,2.2,31.1
46,Jordan Clarkson,UTA,30,55,55,35.4,2.4,5.9,40.2,50.6,14.5,1.1,2.4,47.1,20.8,1.2,3.5,35.5
47,Tyrese Maxey,PHI,22,34,34,36.8,2.3,5.8,38.9,44.9,22.7,1.6,3.6,43.5,14.1,0.7,2.2,31.7
48,Paolo Banchero,ORL,20,49,49,36.7,1.9,5.7,34.1,38.7,24.1,1.4,3.7,37.8,12.6,0.5,2.0,27.0
49,Bojan Bogdanovic,DET,33,52,52,38.3,2.4,5.6,43.3,48.4,25.8,1.8,3.8,48.8,12.5,0.6,1.8,32.0
50,Desmond Bane,MEM,24,32,32,33.8,2.4,5.5,44.0,57.4,12.5,0.9,2.0,46.3,21.2,1.5,3.4,42.7
