,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Klay Thompson,GSW,33,47,47,48.6,3.6,9.0,40.2,58.2,5.6,0.4,1.0,36.5,42.9,3.2,8.0,40.6
1,Lauri Markkanen,UTA,25,55,55,40.9,2.9,6.8,42.2,62.6,1.2,0.1,0.2,55.0,39.7,2.8,6.6,41.8
2,Buddy Hield,IND,30,61,61,47.9,2.8,6.5,42.1,63.0,0.5,0.0,0.1,28.6,47.4,2.7,6.5,42.3
3,Nikola Vucevic,CHI,32,59,58,46.6,2.6,6.5,40.2,52.8,14.0,1.0,2.0,49.2,32.6,1.7,4.6,36.2
4,Tim Hardaway Jr.,DAL,30,55,55,52.3,2.4,6.4,36.6,54.1,1.8,0.1,0.2,50.0,50.5,2.2,6.2,36.2
5,Max Strus,MIA,26,58,58,58.1,2.2,6.3,35.1,52.6,0.3,0.0,0.0,66.7,57.8,2.2,6.3,35.1
6,Malik Beasley,LAL,26,59,59,51.5,2.3,6.3,36.8,53.9,2.4,0.1,0.3,51.7,49.1,2.1,6.0,36.0
7,Michael Porter Jr.,DEN,24,43,43,45.0,2.7,5.9,46.4,66.9,3.9,0.3,0.5,64.7,41.1,2.4,5.3,44.9
8,Kelly Oubre Jr.,CHA,27,36,36,33.2,1.8,5.8,30.8,45.4,1.3,0.1,0.2,36.4,31.9,1.7,5.6,30.4
9,Cameron Johnson,BKN,26,21,20,54.3,2.3,5.8,40.5,60.3,1.8,0.1,0.2,26.3,52.5,2.3,5.6,41.1
10,Devin Vassell,SAS,22,29,29,35.6,2.6,5.7,46.1,67.3,3.7,0.2,0.6,35.6,32.0,2.4,5.1,47.3
11,Keegan Murray,SAC,22,57,57,59.3,2.4,5.7,41.4,61.6,1.3,0.1,0.1,41.7,58.1,2.3,5.6,41.4
12,LaMelo Ball,CHA,21,34,34,27.5,2.3,5.6,40.5,60.8,0.1,0.0,0.0,0.0,27.4,2.3,5.6,40.6
13,Kyle Kuzma,WAS,27,54,53,31.0,1.9,5.6,34.9,51.7,1.3,0.1,0.2,29.2,29.7,1.9,5.3,35.1
14,Pat Connaughton,MIL,30,41,41,72.0,1.9,5.5,34.5,51.8,0.0,0.0,0.0,-,72.0,1.9,5.5,34.5
15,Kristaps Porzingis,WAS,27,51,51,35.9,2.1,5.5,38.5,55.2,4.1,0.3,0.6,42.9,31.8,1.8,4.8,37.8
16,Bogdan Bogdanovic,ATL,30,35,35,43.9,2.2,5.4,40.0,56.8,4.6,0.3,0.6,59.6,39.3,1.8,4.9,37.7
17,Stephen Curry,GSW,34,37,37,27.2,2.2,5.4,39.8,58.7,0.9,0.1,0.2,57.9,26.3,2.0,5.2,39.1
18,Jerami Grant,POR,28,54,54,36.8,2.1,5.4,39.5,58.2,2.0,0.1,0.3,36.7,34.8,2.0,5.1,39.7
19,Andrew Wiggins,GSW,28,36,36,37.7,2.3,5.4,43.0,63.5,1.4,0.1,0.2,57.9,36.3,2.2,5.2,42.4
20,Keldon Johnson,SAS,23,52,52,30.5,1.8,5.3,34.3,51.3,0.3,0.0,0.1,33.3,30.1,1.8,5.3,34.3
21,Jaylen Brown,BOS,26,49,49,25.7,1.8,5.2,33.6,48.8,2.2,0.2,0.5,35.6,23.5,1.6,4.8,33.3
22,Trey Murphy III,NOP,22,57,57,56.5,2.0,5.2,39.1,58.2,1.7,0.0,0.2,25.0,54.8,2.0,5.0,39.6
23,Karl-Anthony Towns,MIN,27,21,21,36.0,1.8,5.2,33.9,48.2,3.3,0.3,0.5,60.4,32.7,1.5,4.7,31.4
24,Julius Randle,NYK,28,61,61,27.9,1.8,5.1,34.2,50.3,1.4,0.1,0.3,38.5,26.5,1.7,4.9,34.1
25,Anfernee Simons,POR,23,56,56,30.0,2.0,5.1,40.0,59.8,0.2,0.0,0.0,50.0,29.8,2.0,5.0,40.0
26,Gary Trent Jr.,TOR,24,51,50,34.3,2.0,5.1,39.0,58.1,1.1,0.0,0.2,25.0,33.2,1.9,4.9,39.4
27,P.J. Washington,CHA,24,60,60,38.5,1.7,5.0,34.1,50.7,1.3,0.1,0.2,29.4,37.2,1.6,4.8,34.2
28,Dorian Finney-Smith,BKN,29,45,45,65.0,1.7,5.0,35.0,52.2,0.6,0.0,0.0,50.0,64.4,1.7,4.9,34.8
29,RJ Barrett,NYK,22,54,53,30.6,1.7,4.9,33.7,50.0,1.3,0.1,0.2,30.0,29.3,1.6,4.7,34.0
30,Al Horford,BOS,36,46,46,66.5,2.0,4.9,41.2,61.1,3.2,0.1,0.2,29.2,63.2,2.0,4.7,42.0
31,Brook Lopez,MIL,34,58,58,45.0,1.9,4.9,38.6,55.8,5.1,0.2,0.6,38.2,40.0,1.7,4.4,38.8
32,Georges Niang,PHI,29,56,56,71.5,2.0,4.9,42.0,62.6,0.8,0.0,0.1,80.0,70.8,2.0,4.8,41.7
33,Jayson Tatum,BOS,24,56,56,22.6,2.0,4.9,41.9,60.7,2.3,0.2,0.5,42.0,20.3,1.8,4.4,41.7
34,Mikal Bridges,BKN,26,60,58,35.2,1.9,4.8,39.0,56.4,5.1,0.2,0.7,28.6,30.1,1.7,4.1,40.7
35,Reggie Bullock,DAL,31,59,58,81.3,1.8,4.7,38.0,57.0,1.2,0.0,0.1,0.0,80.2,1.8,4.7,38.6
36,Royce O'Neale,BKN,29,56,56,59.1,1.9,4.7,40.3,60.5,0.2,0.0,0.0,0.0,58.9,1.9,4.7,40.4
37,Kevin Huerter,SAC,24,56,56,40.9,1.8,4.6,38.2,56.2,1.4,0.1,0.2,68.8,39.5,1.7,4.5,37.2
38,Quentin Grimes,NYK,22,50,50,58.2,1.7,4.6,35.9,53.5,0.8,0.0,0.1,66.7,57.4,1.6,4.6,35.5
39,O.G. Anunoby,TOR,25,46,45,33.5,1.8,4.6,38.9,58.1,0.2,0.0,0.0,100,33.3,1.8,4.6,38.5
40,Tobias Harris,PHI,30,54,52,36.8,1.7,4.5,37.1,54.9,2.0,0.1,0.2,29.2,34.9,1.6,4.3,37.4
41,Jabari Smith Jr.,HOU,19,56,56,41.5,1.4,4.5,30.7,44.7,2.5,0.1,0.3,48.1,39.1,1.3,4.3,29.7
42,Luguentz Dort,OKC,23,52,52,38.3,1.6,4.5,35.2,52.8,0.3,0.0,0.0,0.0,37.9,1.6,4.4,35.6
43,Jordan Poole,GSW,23,59,58,27.5,1.5,4.4,34.9,51.7,1.1,0.1,0.2,29.4,26.4,1.5,4.3,35.1
44,Myles Turner,IND,26,51,50,37.5,1.7,4.4,39.3,56.5,4.7,0.2,0.6,40.0,32.8,1.5,3.8,39.3
45,CJ McCollum,NOP,31,53,53,24.1,1.7,4.4,38.5,57.4,1.5,0.0,0.3,15.4,22.7,1.6,4.1,40.1
46,Josh Richardson,NOP,29,44,44,45.7,1.6,4.4,36.5,53.1,2.4,0.1,0.2,60.9,43.3,1.4,4.1,35.0
47,De'Andre Hunter,ATL,25,50,49,35.2,1.6,4.3,37.3,52.3,5.0,0.3,0.6,51.6,30.1,1.3,3.7,34.9
48,Marcus Morris Sr.,LAC,33,54,53,40.9,1.7,4.3,38.5,57.1,1.6,0.1,0.2,35.3,39.3,1.6,4.2,38.6
49,Corey Kispert,WAS,23,51,51,63.4,1.8,4.3,41.8,62.0,1.7,0.1,0.1,50.0,61.7,1.8,4.2,41.7
