,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Luka Doncic,DAL,23,48,48,54.0,4.8,12.0,40.0,49.9,22.9,2.4,5.1,47.5,31.1,2.4,6.9,34.6
1,Devin Booker,PHX,26,31,30,56.7,4.9,11.4,42.8,49.0,35.9,3.5,7.3,47.9,20.8,1.4,4.2,33.9
2,Trae Young,ATL,24,50,50,54.0,4.0,10.7,37.8,45.5,27.4,2.4,5.4,43.7,26.5,1.7,5.3,31.6
3,DeMar DeRozan,CHI,33,51,51,58.2,5.0,10.5,47.6,48.0,56.7,4.9,10.2,47.8,1.5,0.1,0.3,37.0
4,Kevin Durant,PHX,34,39,39,55.1,5.6,10.3,54.7,59.0,42.8,4.8,8.0,59.6,12.3,0.9,2.3,37.7
5,Kyrie Irving,DAL,30,43,43,48.2,4.5,9.8,45.7,54.5,24.9,2.7,5.0,54.3,23.3,1.7,4.7,36.4
6,Donovan Mitchell,CLE,26,48,48,48.6,4.1,9.5,43.3,55.4,19.1,1.8,3.8,48.8,29.5,2.3,5.8,39.7
7,Shai Gilgeous-Alexander,OKC,24,51,51,46.1,4.3,9.3,46.6,50.1,37.3,3.7,7.5,49.1,8.9,0.7,1.8,36.5
8,Damian Lillard,POR,32,44,44,46.4,3.8,9.3,40.5,54.4,11.7,1.2,2.3,50.4,34.6,2.6,6.9,37.2
9,Brandon Ingram,NOP,25,22,22,54.1,3.9,9.1,42.7,45.0,47.8,3.5,8.0,43.1,6.3,0.4,1.1,39.0
10,Stephen Curry,GSW,34,37,37,45.1,4.1,9.0,45.9,62.0,14.5,1.2,2.9,42.9,30.6,2.9,6.1,47.3
11,De'Aaron Fox,SAC,25,51,51,49.4,3.7,8.9,41.2,45.3,35.8,3.0,6.5,45.6,13.5,0.7,2.5,29.8
12,Cade Cunningham,DET,21,12,12,47.3,3.7,8.8,41.5,45.3,32.6,3.0,6.1,49.3,14.7,0.7,2.8,24.4
13,Tyler Herro,MIA,23,45,45,51.1,3.4,8.8,39.3,48.6,26.1,1.8,4.5,40.7,25.0,1.6,4.3,37.8
14,Dejounte Murray,ATL,26,52,51,48.1,4.0,8.8,45.9,49.6,38.2,3.4,6.9,48.7,9.9,0.6,1.8,34.8
15,CJ McCollum,NOP,31,51,51,48.1,3.7,8.7,42.7,49.8,29.9,2.5,5.4,45.9,18.1,1.2,3.3,37.7
16,Jamal Murray,DEN,25,45,45,52.5,3.6,8.4,43.2,52.0,30.5,2.2,4.9,44.4,22.0,1.5,3.5,41.9
17,Chris Paul,PHX,37,37,36,75.4,3.5,8.4,41.3,46.9,49.1,2.5,5.5,46.0,26.3,0.9,2.9,32.5
18,Paul George,LAC,32,42,42,47.0,3.4,8.3,41.0,50.7,23.9,1.8,4.2,42.5,23.2,1.6,4.1,39.5
19,Kawhi Leonard,LAC,31,32,31,51.2,3.8,8.3,46.6,50.2,40.3,3.3,6.5,50.0,10.9,0.6,1.8,33.7
20,Jalen Brunson,NYK,26,54,54,46.3,3.6,8.1,44.0,50.2,31.0,2.6,5.4,47.1,15.3,1.0,2.7,37.9
21,LaMelo Ball,CHA,21,31,31,40.1,2.9,8.1,35.6,45.8,15.4,1.2,3.1,39.7,24.7,1.6,5.0,33.2
22,James Harden,PHI,33,39,39,55.1,3.1,8.0,39.1,51.3,17.5,1.2,2.5,46.5,37.6,1.9,5.5,35.7
23,Terry Rozier,CHA,28,48,48,41.4,2.9,7.9,36.3,44.3,19.8,1.6,3.8,42.2,21.6,1.3,4.1,30.8
24,Anthony Edwards,MIN,21,59,59,41.1,2.8,7.9,35.1,45.1,16.7,1.2,3.2,37.3,24.4,1.6,4.7,33.7
25,Fred VanVleet,TOR,28,49,49,47.2,2.9,7.8,37.9,47.6,19.9,1.4,3.3,43.7,27.3,1.5,4.5,33.6
26,Zach LaVine,CHI,27,51,51,42.9,2.8,7.6,36.2,44.3,20.8,1.5,3.7,40.9,22.0,1.2,3.9,31.8
27,Ja Morant,MEM,23,47,47,36.2,3.0,7.5,39.5,46.7,19.6,1.9,4.1,46.1,16.5,1.1,3.4,31.8
28,Darius Garland,CLE,23,49,49,46.0,3.1,7.4,42.3,51.4,23.9,1.8,3.9,46.6,22.1,1.4,3.6,37.8
29,Jalen Green,HOU,21,52,52,41.5,2.6,7.4,35.2,44.0,18.0,1.3,3.2,40.8,23.5,1.3,4.2,31.1
30,Tyrese Haliburton,IND,22,46,46,49.8,3.1,7.4,41.5,55.7,13.8,1.0,2.0,47.1,36.0,2.1,5.3,39.4
31,Jrue Holiday,MIL,32,45,45,46.7,3.0,7.4,40.1,50.5,19.7,1.4,3.1,45.7,27.0,1.5,4.3,35.8
32,Anfernee Simons,POR,23,54,54,43.2,2.9,7.3,39.8,49.7,18.9,1.5,3.2,45.3,24.3,1.5,4.1,35.4
33,Joel Embiid,PHI,28,43,43,34.5,3.0,7.1,42.7,44.6,28.6,2.8,5.9,46.9,6.0,0.3,1.2,22.8
34,Kevin Porter Jr.,HOU,22,40,40,45.9,2.6,7.0,37.2,46.5,19.0,1.3,2.9,45.4,26.8,1.3,4.1,31.5
35,Jayson Tatum,BOS,24,54,54,32.9,2.1,7.0,30.3,39.6,10.8,0.8,2.3,35.1,22.1,1.3,4.7,27.8
36,Devin Vassell,SAS,22,29,29,41.9,2.7,6.7,39.7,42.5,30.7,2.3,4.9,46.5,11.2,0.4,1.8,21.2
37,LeBron James,LAL,38,44,44,29.2,2.2,6.7,32.8,39.2,16.7,1.3,3.8,34.7,12.6,0.9,2.9,30.1
38,Bradley Beal,WAS,29,33,32,39.4,3.1,6.5,47.9,52.8,27.4,2.5,4.5,54.7,12.0,0.6,2.0,32.5
39,Jaylen Brown,BOS,26,48,48,31.7,2.8,6.4,43.2,49.5,19.4,2.0,3.9,50.0,12.4,0.8,2.5,32.4
40,Jordan Poole,GSW,23,55,55,39.3,2.3,6.4,36.2,45.0,16.8,1.2,2.7,43.2,22.5,1.1,3.6,31.0
41,Klay Thompson,GSW,33,43,43,33.8,2.4,6.3,38.5,46.7,19.3,1.4,3.6,39.1,14.5,1.0,2.7,37.8
42,D'Angelo Russell,LAL,26,55,54,46.7,2.7,6.3,43.5,52.6,24.8,1.6,3.3,47.4,22.0,1.1,3.0,39.0
43,Julius Randle,NYK,28,58,58,34.3,2.5,6.3,40.5,47.8,19.2,1.6,3.5,46.3,15.1,0.9,2.8,33.0
44,Pascal Siakam,TOR,28,48,48,32.7,2.6,6.2,42.1,44.4,27.3,2.3,5.2,44.7,5.4,0.3,1.0,28.4
45,Jordan Clarkson,UTA,30,56,56,35.3,2.4,6.0,39.8,50.0,14.6,1.2,2.5,47.2,20.7,1.2,3.5,34.6
46,Gary Trent Jr.,TOR,24,50,50,40.1,2.3,5.9,39.2,45.1,25.2,1.6,3.7,43.5,14.9,0.7,2.2,31.8
47,Tyrese Maxey,PHI,22,36,36,36.8,2.2,5.8,38.5,45.0,22.1,1.5,3.5,42.4,14.7,0.8,2.3,32.5
48,Paolo Banchero,ORL,20,50,50,36.7,1.9,5.7,33.7,38.2,24.1,1.4,3.7,37.4,12.6,0.5,2.0,26.5
