,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Luka Doncic,DAL,23,50,50,54.0,4.8,12.0,39.8,49.5,23.2,2.4,5.2,47.3,30.8,2.3,6.9,34.1
1,Devin Booker,PHX,26,32,31,56.2,4.9,11.3,43.0,49.0,36.1,3.5,7.3,48.1,20.1,1.4,4.1,34.0
2,Trae Young,ATL,24,52,52,54.0,4.0,10.6,37.3,45.0,27.2,2.3,5.3,43.6,26.8,1.6,5.3,30.9
3,DeMar DeRozan,CHI,33,52,52,58.1,5.0,10.5,47.4,47.9,56.6,4.9,10.2,47.8,1.5,0.1,0.3,37.0
4,Kevin Durant,PHX,34,39,39,55.1,5.6,10.3,54.7,59.0,42.8,4.8,8.0,59.6,12.3,0.9,2.3,37.7
5,Kyrie Irving,DAL,30,44,44,47.7,4.5,9.7,46.5,55.4,24.7,2.8,5.0,55.2,22.9,1.7,4.7,37.1
6,Donovan Mitchell,CLE,26,50,50,48.6,4.2,9.6,43.7,55.7,19.1,1.9,3.8,49.7,29.5,2.3,5.8,39.7
7,Damian Lillard,POR,32,46,46,46.5,3.8,9.4,40.6,54.5,11.7,1.2,2.4,51.5,34.8,2.6,7.0,37.1
8,Brandon Ingram,NOP,25,24,24,54.2,4.0,9.3,42.4,44.6,48.2,3.5,8.3,42.7,6.1,0.4,1.0,40.4
9,Shai Gilgeous-Alexander,OKC,24,53,53,45.6,4.3,9.2,46.3,49.7,36.7,3.6,7.4,49.1,8.9,0.6,1.8,34.6
10,Stephen Curry,GSW,34,37,37,45.1,4.1,9.0,45.9,62.0,14.5,1.2,2.9,42.9,30.6,2.9,6.1,47.3
11,De'Aaron Fox,SAC,25,52,52,49.5,3.7,9.0,41.5,45.7,35.8,3.0,6.5,45.4,13.6,0.8,2.5,31.0
12,Cade Cunningham,DET,21,12,12,47.3,3.7,8.8,41.5,45.3,32.6,3.0,6.1,49.3,14.7,0.7,2.8,24.4
13,Tyler Herro,MIA,23,45,45,51.1,3.4,8.8,39.3,48.6,26.1,1.8,4.5,40.7,25.0,1.6,4.3,37.8
14,CJ McCollum,NOP,31,52,52,48.1,3.8,8.7,43.0,50.1,30.1,2.5,5.5,46.2,17.9,1.2,3.3,37.8
