,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Luka Doncic,DAL,23,49,49,54.0,4.8,12.0,39.7,49.6,23.0,2.4,5.1,47.1,31.0,2.4,6.9,34.3
1,Devin Booker,PHX,26,32,31,56.2,4.9,11.3,43.0,49.0,36.1,3.5,7.3,48.1,20.1,1.4,4.1,34.0
2,Trae Young,ATL,24,51,51,53.9,4.0,10.7,37.7,45.4,27.4,2.4,5.4,43.8,26.6,1.6,5.3,31.4
3,DeMar DeRozan,CHI,33,52,52,58.1,5.0,10.5,47.4,47.9,56.6,4.9,10.2,47.8,1.5,0.1,0.3,37.0
4,Kevin Durant,PHX,34,39,39,55.1,5.6,10.3,54.7,59.0,42.8,4.8,8.0,59.6,12.3,0.9,2.3,37.7
5,Kyrie Irving,DAL,30,44,44,47.7,4.5,9.7,46.5,55.4,24.7,2.8,5.0,55.2,22.9,1.7,4.7,37.1
6,Donovan Mitchell,CLE,26,49,49,48.7,4.2,9.6,43.6,55.6,19.2,1.9,3.8,49.7,29.5,2.3,5.8,39.7
7,Damian Lillard,POR,32,46,46,46.5,3.8,9.4,40.6,54.5,11.7,1.2,2.4,51.5,34.8,2.6,7.0,37.1
8,Brandon Ingram,NOP,25,23,23,54.1,3.9,9.2,42.5,44.8,48.0,3.5,8.2,42.6,6.1,0.4,1.0,41.3
9,Shai Gilgeous-Alexander,OKC,24,52,52,45.7,4.3,9.2,46.3,49.8,36.8,3.6,7.4,48.9,8.9,0.6,1.8,35.2
10,Stephen Curry,GSW,34,37,37,45.1,4.1,9.0,45.9,62.0,14.5,1.2,2.9,42.9,30.6,2.9,6.1,47.3
11,De'Aaron Fox,SAC,25,52,52,49.5,3.7,9.0,41.5,45.7,35.8,3.0,6.5,45.4,13.6,0.8,2.5,31.0
12,Cade Cunningham,DET,21,12,12,47.3,3.7,8.8,41.5,45.3,32.6,3.0,6.1,49.3,14.7,0.7,2.8,24.4
13,Tyler Herro,MIA,23,45,45,51.1,3.4,8.8,39.3,48.6,26.1,1.8,4.5,40.7,25.0,1.6,4.3,37.8
14,CJ McCollum,NOP,31,51,51,48.1,3.7,8.7,42.7,49.8,29.9,2.5,5.4,45.9,18.1,1.2,3.3,37.7
15,Dejounte Murray,ATL,26,53,52,47.9,4.0,8.7,46.0,49.7,38.0,3.3,6.9,48.6,9.9,0.6,1.8,35.8
16,Chris Paul,PHX,37,38,37,75.6,3.5,8.5,41.6,47.0,49.8,2.6,5.6,46.8,25.8,0.9,2.9,31.8
17,Jamal Murray,DEN,25,45,45,52.5,3.6,8.4,43.2,52.0,30.5,2.2,4.9,44.4,22.0,1.5,3.5,41.9
18,Kawhi Leonard,LAC,31,33,32,51.0,3.9,8.2,47.4,51.7,39.8,3.2,6.4,50.0,11.3,0.7,1.8,38.5
19,Jalen Brunson,NYK,26,55,55,46.7,3.7,8.2,44.8,51.4,31.0,2.6,5.5,47.5,15.7,1.1,2.8,39.5
20,Paul George,LAC,32,43,43,46.9,3.4,8.2,41.0,50.6,23.7,1.8,4.2,43.0,23.2,1.6,4.1,38.8
21,LaMelo Ball,CHA,21,32,32,40.1,3.0,8.1,36.8,47.3,15.4,1.3,3.1,41.4,24.7,1.7,5.0,34.0
22,James Harden,PHI,33,40,40,55.0,3.2,8.0,39.6,51.9,17.3,1.2,2.5,47.4,37.7,2.0,5.5,36.0
23,Terry Rozier,CHA,28,49,49,41.8,2.9,8.0,36.5,44.5,19.9,1.6,3.8,42.9,22.0,1.3,4.2,30.7
24,Anthony Edwards,MIN,21,60,60,41.4,2.8,8.0,35.1,44.9,17.1,1.2,3.3,37.3,24.3,1.6,4.7,33.5
25,Fred VanVleet,TOR,28,50,50,47.2,2.9,7.7,37.8,47.7,19.7,1.4,3.2,43.5,27.5,1.5,4.5,33.8
26,Zach LaVine,CHI,27,52,52,42.9,2.8,7.6,36.1,44.1,21.0,1.5,3.7,41.3,21.9,1.2,3.9,31.2
27,Ja Morant,MEM,23,47,47,36.2,3.0,7.5,39.5,46.7,19.6,1.9,4.1,46.1,16.5,1.1,3.4,31.8
28,Tyrese Haliburton,IND,22,47,47,49.6,3.1,7.5,41.6,55.8,13.9,1.0,2.1,46.9,35.8,2.1,5.4,39.6
29,Jalen Green,HOU,21,53,53,41.6,2.6,7.5,34.9,43.7,18.0,1.3,3.2,40.2,23.6,1.3,4.2,30.7
30,Darius Garland,CLE,23,50,50,45.8,3.1,7.4,42.3,51.2,23.7,1.8,3.8,47.1,22.1,1.3,3.6,37.1
31,Anfernee Simons,POR,23,56,56,43.5,2.9,7.4,39.2,48.9,19.5,1.5,3.3,44.2,24.0,1.4,4.1,35.1
32,Jrue Holiday,MIL,32,46,46,46.3,2.9,7.4,39.8,50.3,19.3,1.4,3.1,45.3,27.0,1.5,4.3,35.8
33,Joel Embiid,PHI,28,44,44,34.6,3.0,7.1,42.9,44.9,28.7,2.8,5.9,47.0,5.9,0.3,1.2,22.5
34,Kevin Porter Jr.,HOU,22,40,40,45.9,2.6,7.0,37.2,46.5,19.0,1.3,2.9,45.4,26.8,1.3,4.1,31.5
35,Jayson Tatum,BOS,24,54,54,32.9,2.1,7.0,30.3,39.6,10.8,0.8,2.3,35.1,22.1,1.3,4.7,27.8
36,Devin Vassell,SAS,22,29,29,41.9,2.7,6.7,39.7,42.5,30.7,2.3,4.9,46.5,11.2,0.4,1.8,21.2
37,LeBron James,LAL,38,44,44,29.2,2.2,6.7,32.8,39.2,16.7,1.3,3.8,34.7,12.6,0.9,2.9,30.1
38,Bradley Beal,WAS,29,35,34,38.9,3.1,6.4,47.6,52.7,26.8,2.4,4.4,54.2,12.1,0.7,2.0,33.0
39,Jaylen Brown,BOS,26,48,48,31.7,2.8,6.4,43.2,49.5,19.4,2.0,3.9,50.0,12.4,0.8,2.5,32.4
40,Klay Thompson,GSW,33,45,45,34.3,2.4,6.4,38.5,46.7,19.4,1.4,3.6,38.9,14.9,1.0,2.8,37.7
41,Julius Randle,NYK,28,59,59,34.6,2.6,6.3,40.6,47.7,19.6,1.7,3.6,46.6,15.1,0.9,2.8,32.7
42,D'Angelo Russell,LAL,26,56,55,46.8,2.7,6.3,43.3,52.5,24.7,1.6,3.3,47.3,22.1,1.2,3.0,38.9
43,Pascal Siakam,TOR,28,49,49,33.4,2.7,6.3,42.5,44.8,27.9,2.4,5.2,45.6,5.5,0.3,1.0,27.9
44,Jordan Poole,GSW,23,57,57,38.8,2.3,6.3,36.0,45.0,16.6,1.1,2.7,42.5,22.2,1.1,3.6,31.1
45,Jordan Clarkson,UTA,30,57,57,35.4,2.4,6.0,40.5,51.0,14.6,1.2,2.5,47.2,20.9,1.3,3.5,35.7
46,Gary Trent Jr.,TOR,24,50,50,40.1,2.3,5.9,39.2,45.1,25.2,1.6,3.7,43.5,14.9,0.7,2.2,31.8
47,Tyrese Maxey,PHI,22,37,37,36.5,2.2,5.7,39.2,46.0,21.7,1.5,3.4,42.8,14.8,0.8,2.3,33.6
48,Paolo Banchero,ORL,20,52,52,36.6,2.0,5.7,34.6,39.0,24.2,1.5,3.8,38.9,12.4,0.5,1.9,26.0
49,Bojan Bogdanovic,DET,33,54,54,37.4,2.4,5.5,43.0,48.2,25.3,1.8,3.7,48.1,12.0,0.6,1.8,32.0
50,Desmond Bane,MEM,24,34,34,34.2,2.4,5.5,43.0,56.5,12.5,0.9,2.0,44.0,21.7,1.5,3.5,42.4
