,PLAYER,TEAM,AGE,GP,G,FREQ,FGM,FGA,FG%,EFG%,2FG FREQ,2FGM,2FGA,2FG%,3FG FREQ,3PM,3PA,3P%
0,Luka Doncic,DAL,23,51,51,53.8,4.7,11.9,39.7,49.3,23.1,2.4,5.1,47.5,30.7,2.3,6.8,33.8
1,Devin Booker,PHX,26,34,33,57.2,4.9,11.5,43.0,48.8,36.9,3.6,7.4,48.4,20.4,1.4,4.1,33.0
2,Trae Young,ATL,24,53,53,54.0,4.0,10.6,37.5,45.5,27.0,2.3,5.3,43.4,27.0,1.7,5.3,31.7
3,DeMar DeRozan,CHI,33,53,53,58.2,5.0,10.5,47.6,48.0,56.7,4.9,10.2,47.9,1.5,0.1,0.3,34.6
4,Kevin Durant,PHX,34,39,39,55.1,5.6,10.3,54.7,59.0,42.8,4.8,8.0,59.6,12.3,0.9,2.3,37.7
5,Kyrie Irving,DAL,30,45,45,47.9,4.5,9.6,46.5,55.6,24.8,2.7,5.0,54.6,23.0,1.8,4.6,37.9
6,Donovan Mitchell,CLE,26,52,52,48.2,4.1,9.5,43.1,55.0,19.1,1.9,3.8,48.8,29.1,2.3,5.8,39.5
7,Brandon Ingram,NOP,25,25,25,54.1,4.0,9.5,42.4,45.0,48.0,3.6,8.4,42.2,6.1,0.5,1.1,44.4
8,Damian Lillard,POR,32,46,46,46.5,3.8,9.4,40.6,54.5,11.7,1.2,2.4,51.5,34.8,2.6,7.0,37.1
9,Shai Gilgeous-Alexander,OKC,24,54,54,45.3,4.2,9.2,46.4,49.7,36.5,3.6,7.4,49.3,8.8,0.6,1.8,34.3
10,Stephen Curry,GSW,34,37,37,45.1,4.1,9.0,45.9,62.0,14.5,1.2,2.9,42.9,30.6,2.9,6.1,47.3
11,De'Aaron Fox,SAC,25,54,54,48.9,3.7,8.9,41.8,46.2,35.4,3.0,6.5,45.7,13.5,0.8,2.5,31.7
12,Cade Cunningham,DET,21,12,12,47.3,3.7,8.8,41.5,45.3,32.6,3.0,6.1,49.3,14.7,0.7,2.8,24.4
13,Tyler Herro,MIA,23,46,46,51.3,3.4,8.8,39.0,48.3,26.1,1.8,4.5,39.9,25.2,1.6,4.3,37.9
14,CJ McCollum,NOP,31,53,53,47.8,3.7,8.6,42.8,49.8,30.1,2.5,5.4,45.9,17.7,1.2,3.2,37.7
15,Dejounte Murray,ATL,26,55,53,47.5,4.0,8.6,46.6,50.4,37.6,3.3,6.8,49.3,9.9,0.7,1.8,36.5
16,Chris Paul,PHX,37,40,39,75.9,3.5,8.4,41.5,46.9,50.5,2.6,5.6,46.4,25.5,0.9,2.8,31.8
17,Jamal Murray,DEN,26,46,46,52.2,3.6,8.4,43.1,51.9,30.0,2.1,4.8,44.4,22.3,1.5,3.6,41.5
18,Kawhi Leonard,LAC,31,35,34,51.0,4.0,8.3,47.6,51.9,39.4,3.3,6.5,50.5,11.5,0.7,1.9,37.6
19,Jalen Brunson,NYK,26,57,57,46.5,3.7,8.2,44.6,51.1,31.0,2.6,5.5,47.4,15.5,1.1,2.7,39.1
20,Paul George,LAC,32,45,45,46.4,3.3,8.2,40.9,50.3,23.6,1.8,4.2,43.3,22.8,1.5,4.0,38.3
21,LaMelo Ball,CHA,21,34,34,40.1,2.9,8.2,36.1,46.2,15.5,1.3,3.1,41.0,24.6,1.6,5.0,33.0
22,Anthony Edwards,MIN,21,62,62,41.3,2.8,8.1,35.1,44.8,17.2,1.3,3.4,37.6,24.1,1.6,4.7,33.3
23,James Harden,PHI,33,42,42,54.7,3.2,8.0,40.1,52.8,16.9,1.2,2.5,47.8,37.8,2.0,5.5,36.7
24,Terry Rozier,CHA,28,50,50,41.8,2.9,7.9,36.4,44.3,19.9,1.6,3.8,43.1,22.0,1.3,4.2,30.3
25,Zach LaVine,CHI,27,55,55,43.4,2.8,7.7,36.5,44.6,21.1,1.6,3.8,41.5,22.3,1.3,4.0,31.6
26,Fred VanVleet,TOR,28,50,50,47.2,2.9,7.7,37.8,47.7,19.7,1.4,3.2,43.5,27.5,1.5,4.5,33.8
27,Ja Morant,MEM,23,49,49,36.0,2.9,7.5,39.2,46.3,19.5,1.9,4.0,46.0,16.5,1.1,3.4,31.1
28,Jrue Holiday,MIL,32,48,48,46.9,3.0,7.4,39.8,50.4,19.1,1.4,3.0,45.7,27.9,1.6,4.4,35.7
29,Darius Garland,CLE,23,53,53,45.9,3.2,7.4,42.6,51.8,23.9,1.8,3.9,46.8,22.0,1.4,3.6,38.1
30,Tyrese Haliburton,IND,22,49,49,49.7,3.1,7.4,41.5,55.8,13.8,1.0,2.1,46.6,35.9,2.1,5.4,39.5
31,Jalen Green,HOU,21,54,54,41.6,2.6,7.4,34.8,43.6,18.1,1.3,3.2,39.8,23.4,1.3,4.2,31.2
32,Anfernee Simons,POR,23,56,56,43.5,2.9,7.4,39.2,48.9,19.5,1.5,3.3,44.2,24.0,1.4,4.1,35.1
