,Player,Team,Age,Restricted Area_FGM,Restricted Area_FGA,Restricted Area_FG%,In The Paint (Non-RA)_FGM,In The Paint (Non-RA)_FGA,In The Paint (Non-RA)_FG%,Mid-Range_FGM,Mid-Range_FGA,Mid-Range_FG%,Left Corner 3._FGM,Left Corner 3._FGA,Left Corner 3._FG%,Right Corner 3._FGM,Right Corner 3._FGA,Right Corner 3._FG%,Corner 3_FGM,Corner 3_FGA,Corner 3_FG%,Above the Break 3._FGM,Above the Break 3._FGA,Above the Break 3._FG%
0,A.J. Lawson,DAL,22,0.5,0.8,55.6,0.1,0.1,100,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.8,25.0,0.1,1.0,12.5,0.5,0.6,75.0
1,AJ Green,MIL,23,0.1,0.2,60.0,0.1,0.1,100,0.2,0.4,44.4,0.1,0.4,16.7,0.3,0.5,55.6,0.3,0.8,40.0,1.1,2.5,43.3
2,AJ Griffin,ATL,19,0.7,1.0,70.4,1.0,2.0,51.8,0.5,1.1,49.2,0.4,0.8,44.4,0.1,0.3,31.3,0.4,1.1,41.0,1.0,2.7,38.9
3,Aaron Gordon,DEN,27,4.9,6.7,72.6,0.5,1.2,39.7,0.2,0.8,29.7,0.1,0.3,25.0,0.1,0.4,30.0,0.2,0.7,27.8,0.8,1.8,46.0
4,Aaron Holiday,ATL,26,0.6,1.0,56.3,0.3,0.9,28.3,0.1,0.4,36.8,0.1,0.2,42.9,0.0,0.2,12.5,0.1,0.3,26.7,0.5,1.2,45.0
5,Aaron Nesmith,IND,23,1.4,2.3,60.0,0.2,0.9,28.3,0.2,0.6,37.5,0.3,0.8,33.3,0.4,1.2,35.9,0.7,2.0,34.9,0.8,2.2,35.5
6,Aaron Wiggins,OKC,24,1.6,2.4,65.8,0.2,0.7,26.5,0.0,0.0,0.0,0.2,0.7,26.7,0.1,0.3,46.2,0.3,1.0,32.6,0.4,0.8,50.0
7,Admiral Schofield,ORL,25,0.8,1.2,71.0,0.2,0.3,57.1,0.0,0.0,0.0,0.2,0.5,36.4,0.2,0.3,50.0,0.3,0.8,42.1,0.4,1.3,28.6
8,Al Horford,BOS,36,0.9,1.3,67.8,0.5,1.0,50.0,0.1,0.3,20.0,0.3,0.8,33.3,0.6,1.2,53.7,0.9,2.0,45.6,1.1,2.8,40.0
9,Alec Burks,DET,31,0.6,0.9,60.5,0.7,1.8,42.2,0.7,1.7,42.0,0.3,0.6,41.4,0.3,0.5,60.0,0.5,1.0,49.0,1.4,3.5,41.5
10,Aleksej Pokusevski,OKC,21,1.7,2.9,60.0,0.4,1.2,31.6,0.1,0.5,21.4,0.3,0.7,42.9,0.1,0.4,30.0,0.4,1.0,38.7,0.8,2.3,37.1
11,Alex Caruso,CHI,28,0.9,1.4,65.7,0.1,0.5,13.0,0.1,0.2,41.7,0.2,0.4,50.0,0.2,0.6,31.0,0.4,1.0,38.8,0.4,1.1,36.8
12,Alex Len,SAC,29,0.2,0.3,75.0,0.1,0.2,50.0,0.1,0.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
13,Alize Johnson,SAS,26,0.8,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
14,Alondes Williams,BKN,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,20,3.5,5.4,65.3,1.9,4.0,48.1,0.2,0.5,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,36.1
16,Amir Coffey,LAC,25,0.6,1.0,57.1,0.5,1.2,38.6,0.2,0.5,30.0,0.1,0.4,18.2,0.1,0.4,30.0,0.2,0.7,23.8,0.1,0.4,33.3
