,PLAYER,TEAM,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
76,Coby White,CHI,51,23,28,22.3,1.3,0.5,1.6,32.5,0.2,0.8,25.6,38.6
77,Cody Martin,CHA,7,2,5,19.1,0.3,0.1,1.4,10.0,0.0,0.7,0.0,10.0
78,Cole Anthony,ORL,40,19,21,24.9,3.2,1.4,3.4,41.9,0.4,0.9,37.8,47.1
79,Cole Swider,LAL,6,1,5,6.7,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0
80,Collin Sexton,UTA,47,24,23,24.0,2.4,1.0,2.1,46.0,0.4,0.9,47.6,56.0
81,Corey Kispert,WAS,50,24,26,27.2,0.4,0.2,0.5,33.3,0.1,0.3,38.5,43.8
82,Cory Joseph,DET,41,10,31,15.8,1.4,0.6,1.8,34.2,0.2,0.7,26.7,39.7
83,D'Angelo Russell,LAL,58,30,28,32.4,6.5,2.7,6.2,43.1,1.1,2.9,39.1,52.2
84,Daishen Nix,HOU,41,11,30,15.5,0.9,0.3,0.8,38.7,0.3,0.7,39.3,56.5
85,Dalano Banton,TOR,26,14,12,9.5,0.5,0.2,1.1,17.2,0.1,0.5,16.7,20.7
86,Dalen Terry,CHI,23,11,12,5.0,0.1,0.0,0.1,33.3,0.0,0.0,0.0,33.3
87,Damian Jones,UTA,24,7,17,8.2,0.0,0.0,0.0,-,0.0,0.0,-,-
88,Damian Lillard,POR,46,23,23,36.2,10.3,3.8,9.4,40.6,2.6,7.0,37.0,54.5
89,Damion Lee,PHX,60,32,28,22.1,0.9,0.4,1.3,31.6,0.0,0.2,14.3,32.9
90,Daniel Gafford,WAS,56,26,30,18.7,0.1,0.1,0.1,100,-,-,-,100
91,Daniel Theis,IND,7,1,6,15.5,0.0,0.0,0.0,-,0.0,0.0,-,-
92,Danny Green,CLE,4,1,3,13.8,0.0,0.0,0.8,0.0,0.0,0.5,0.0,0.0
93,Danuel House Jr.,PHI,37,24,13,14.8,1.2,0.4,1.0,44.4,0.3,0.7,42.3,59.7
94,Dario Saric,OKC,39,18,21,14.3,0.4,0.2,0.6,31.8,0.0,0.1,20.0,34.1
95,Darius Bazley,PHX,36,16,20,15.4,0.1,0.1,0.3,20.0,0.0,0.0,100,25.0
96,Darius Days,HOU,3,0,3,7.8,0.0,0.0,0.0,-,0.0,0.0,-,-
97,Darius Garland,CLE,52,28,24,35.2,7.7,3.2,7.4,42.7,1.3,3.5,37.5,51.7
98,David Duke Jr.,BKN,16,7,9,8.8,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
99,David Roddy,MEM,47,29,18,17.7,0.5,0.2,0.5,45.8,0.1,0.2,30.0,52.1
100,Davion Mitchell,SAC,57,32,25,17.9,1.2,0.5,1.5,32.2,0.2,0.7,25.6,37.9
101,Davis Bertans,DAL,34,17,17,10.6,0.5,0.2,0.2,75.0,0.1,0.2,71.4,106.3
102,Davon Reed,LAL,38,25,13,8.8,0.6,0.2,0.7,32.1,0.1,0.2,66.7,39.3
103,Day'Ron Sharpe,BKN,32,16,16,10.2,0.0,0.0,0.0,-,0.0,0.0,-,-
104,De'Aaron Fox,SAC,53,32,21,33.9,8.2,3.7,8.9,41.6,0.8,2.4,31.0,45.9
105,De'Andre Hunter,ATL,49,27,22,32.0,4.1,2.0,3.9,50.3,0.2,0.5,40.0,52.9
106,De'Anthony Melton,PHI,55,37,18,28.2,1.8,0.7,1.9,36.3,0.5,1.3,36.6,49.0
107,DeAndre Jordan,DEN,34,21,13,14.6,0.0,0.0,0.0,-,0.0,0.0,-,-
108,DeMar DeRozan,CHI,53,25,28,36.3,9.8,4.9,10.3,47.4,0.1,0.3,35.7,47.9
109,Dean Wade,CLE,32,22,10,21.2,0.2,0.1,0.2,28.6,0.0,0.1,50.0,35.7
110,Deandre Ayton,PHX,51,24,27,30.2,1.2,0.6,1.2,46.0,0.0,0.0,100,47.6
111,Dejounte Murray,ATL,54,27,27,36.5,8.4,3.9,8.5,46.0,0.6,1.8,35.8,49.7
112,Delon Wright,WAS,29,19,10,22.5,1.6,0.6,1.4,45.0,0.3,0.8,45.5,57.5
113,Deni Avdija,WAS,56,27,29,26.3,0.3,0.1,0.7,18.4,0.1,0.5,19.2,25.0
114,Dennis Schroder,LAL,46,24,22,30.6,2.5,1.2,2.8,42.0,0.1,0.4,22.2,43.5
115,Dennis Smith Jr.,CHA,38,11,27,25.0,1.2,0.6,2.1,27.2,0.0,0.3,0.0,27.2
116,Deonte Burton,SAC,2,1,1,3.2,0.0,0.0,0.0,-,0.0,0.0,-,-
117,Dereon Seabron,NOP,5,2,3,2.3,0.0,0.0,0.0,-,-,-,-,-
118,Derrick Jones Jr.,CHI,46,18,28,15.2,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0
119,Derrick Rose,NYK,26,11,15,12.9,2.2,0.9,2.2,42.9,0.4,0.9,41.7,51.8
120,Derrick White,BOS,60,43,17,27.7,1.8,0.7,1.7,42.6,0.3,0.9,35.8,52.0
121,Desmond Bane,MEM,36,22,14,31.3,6.5,2.5,5.5,44.7,1.6,3.5,44.1,58.8
122,Devin Booker,PHX,33,21,12,33.9,11.1,4.8,11.3,42.8,1.4,4.1,33.6,48.8
123,Devin Vassell,SAS,29,8,21,31.3,5.7,2.7,6.7,39.7,0.4,1.8,21.2,42.5
124,Devon Dotson,WAS,6,1,5,8.9,0.0,0.0,0.5,0.0,0.0,0.0,-,0.0
125,Devonte' Graham,SAS,58,27,31,16.4,1.9,0.7,1.9,36.3,0.5,1.5,33.3,49.1
126,Dewayne Dedmon,PHI,30,17,13,11.7,0.5,0.2,0.4,63.6,0.0,0.0,100,68.2
127,Dillon Brooks,MEM,53,32,21,30.5,4.2,1.8,5.2,34.8,0.5,2.1,25.7,39.9
128,Domantas Sabonis,SAC,56,32,24,34.6,0.3,0.1,0.3,46.7,0.0,0.0,0.0,46.7
129,Dominick Barlow,SAS,11,0,11,10.1,0.2,0.1,0.1,100,0.0,0.0,-,100
130,Donovan Mitchell,CLE,51,33,18,35.5,10.6,4.2,9.6,43.4,2.3,5.8,39.7,55.3
131,Donte DiVincenzo,GSW,49,27,22,25.2,0.7,0.2,0.9,27.3,0.2,0.6,25.8,36.4
132,Dorian Finney-Smith,BKN,44,21,23,32.0,0.3,0.1,0.4,22.2,0.1,0.3,28.6,33.3
133,Doug McDermott,SAS,52,14,38,20.5,1.7,0.7,1.6,42.9,0.3,0.8,45.0,53.6
134,Draymond Green,GSW,53,28,25,31.5,0.1,0.1,0.2,37.5,0.0,0.0,100,43.8
135,Drew Eubanks,POR,57,26,31,19.6,0.2,0.1,0.2,50.0,0.0,0.0,-,50.0
136,Dru Smith,BKN,8,4,4,12.1,0.5,0.3,0.8,33.3,0.0,0.3,0.0,33.3
137,Duane Washington Jr.,PHX,31,17,14,12.7,3.4,1.4,3.5,39.3,0.6,1.5,43.5,48.6
138,Duncan Robinson,MIA,29,14,15,18.1,1.9,0.7,1.8,37.7,0.5,1.4,35.0,50.9
139,Dwight Powell,DAL,56,31,25,19.8,0.0,0.0,0.0,50.0,0.0,0.0,-,50.0
140,Dyson Daniels,NOP,39,21,18,19.9,0.4,0.2,0.5,30.0,0.1,0.3,30.0,37.5
141,Edmond Sumner,BKN,46,28,18,14.5,0.7,0.3,0.8,40.0,0.1,0.3,33.3,45.7
142,Eric Gordon,LAC,49,14,35,29.9,1.9,0.7,1.9,33.7,0.6,1.5,37.3,48.4
143,Eugene Omoruyi,OKC,23,9,14,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,Evan Fournier,NYK,23,13,10,18.0,2.4,1.0,3.0,31.9,0.5,1.9,27.3,40.6
145,Evan Mobley,CLE,60,36,24,34.2,1.3,0.6,1.5,42.2,0.0,0.0,100,42.8
146,Facundo Campazzo,DAL,8,2,6,6.5,0.4,0.1,0.6,20.0,0.1,0.6,20.0,30.0
147,Frank Kaminsky,HOU,28,11,17,7.0,0.1,0.0,0.1,33.3,0.0,0.0,-,33.3
148,Frank Ntilikina,DAL,37,18,19,12.2,0.5,0.2,0.5,42.1,0.0,0.2,12.5,44.7
149,Franz Wagner,ORL,59,24,35,33.1,2.6,1.0,3.2,32.1,0.5,1.8,26.6,39.7
150,Fred VanVleet,TOR,50,24,26,36.9,7.4,2.9,7.7,37.8,1.5,4.5,33.8,47.7
151,Furkan Korkmaz,PHI,25,17,8,10.2,0.8,0.3,0.8,38.1,0.1,0.4,30.0,45.2
152,Gabe Vincent,MIA,45,25,20,26.3,3.2,1.3,3.3,40.0,0.6,1.9,31.0,48.7
153,Garrett Temple,NOP,18,11,7,7.2,0.2,0.1,0.4,14.3,0.1,0.2,25.0,21.4
154,Garrison Mathews,ATL,46,12,34,13.2,0.5,0.2,0.5,32.0,0.2,0.5,34.8,48.0
155,Gary Harris,ORL,31,13,18,24.6,1.0,0.4,1.1,36.4,0.3,0.7,38.1,48.5
156,Gary Payton II,GSW,15,8,7,17.0,0.0,0.0,0.0,-,0.0,0.0,-,-
157,Gary Trent Jr.,TOR,51,24,27,33.7,5.4,2.3,6.0,39.1,0.7,2.2,31.9,45.1
158,George Hill,IND,36,24,12,18.8,0.9,0.4,1.0,40.0,0.1,0.5,16.7,44.3
159,Georges Niang,PHI,56,38,18,19.7,0.4,0.2,0.5,31.0,0.1,0.4,26.1,41.4
160,Giannis Antetokounmpo,MIL,47,35,12,33.1,3.7,1.6,5.1,31.8,0.4,1.7,24.1,35.7
161,Goga Bitadze,ORL,21,8,13,9.6,0.1,0.0,0.0,100,0.0,0.0,100,150.0
162,Goran Dragic,CHI,51,23,28,15.4,1.7,0.8,2.3,35.3,0.1,0.7,17.1,37.9
163,Gordon Hayward,CHA,34,12,22,31.2,3.7,1.8,4.3,41.4,0.2,0.7,25.0,43.4
164,Gorgui Dieng,SAS,20,2,18,10.0,0.4,0.2,0.7,21.4,0.1,0.6,9.1,25.0
165,Grant Williams,BOS,59,43,16,27.5,1.3,0.5,1.1,40.9,0.3,0.7,48.8,56.1
166,Grayson Allen,MIL,54,39,15,27.6,1.4,0.5,1.5,32.5,0.4,1.1,34.4,45.6
167,Greg Brown III,POR,16,10,6,5.8,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
168,Hamidou Diallo,DET,51,12,39,16.9,1.0,0.5,1.2,42.4,0.0,0.1,50.0,44.1
169,Harrison Barnes,SAC,58,33,25,32.5,1.3,0.5,1.3,39.7,0.3,0.6,40.5,50.0
170,Haywood Highsmith,MIA,43,23,20,19.7,0.3,0.1,0.3,33.3,0.0,0.1,40.0,40.0
171,Herbert Jones,NOP,44,19,25,28.9,0.1,0.0,0.2,20.0,0.0,0.0,50.0,25.0
172,Immanuel Quickley,NYK,59,33,26,27.7,3.9,1.6,4.3,36.9,0.7,2.3,32.3,45.4
173,Isaac Okoro,CLE,62,38,24,21.2,0.1,0.0,0.1,33.3,0.0,0.1,42.9,50.0
174,Isaiah Hartenstein,NYK,60,33,27,19.7,0.1,0.1,0.1,37.5,0.0,0.0,-,37.5
175,Isaiah Jackson,IND,45,17,28,15.3,0.2,0.1,0.2,50.0,0.0,0.0,0.0,50.0
176,Isaiah Joe,OKC,50,25,25,15.8,1.6,0.6,1.5,41.6,0.3,1.0,34.0,52.6
177,Isaiah Livers,DET,38,9,29,21.1,0.8,0.3,0.8,44.8,0.1,0.3,45.5,53.4
178,Isaiah Mobley,CLE,8,5,3,3.3,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
179,Isaiah Roby,SAS,42,9,33,11.3,0.5,0.2,0.6,29.6,0.1,0.3,28.6,37.0
180,Isaiah Stewart,DET,49,12,37,28.5,0.0,0.0,0.1,16.7,0.0,0.1,0.0,16.7
181,Isaiah Todd,WAS,4,2,2,3.1,0.0,0.0,0.0,-,0.0,0.0,-,-
182,Ish Smith,DEN,30,20,10,10.4,1.6,0.8,2.2,36.9,0.0,0.1,0.0,36.9
183,Ish Wainright,PHX,42,22,20,15.6,0.3,0.1,0.3,30.8,0.1,0.3,33.3,46.2
184,Ivica Zubac,LAC,59,32,27,29.4,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
185,JD Davison,BOS,6,5,1,2.3,0.0,0.0,0.3,0.0,0.0,0.0,-,0.0
186,JT Thor,CHA,47,12,35,10.8,0.1,0.0,0.3,13.3,0.0,0.1,0.0,13.3
187,Ja Morant,MEM,49,31,18,32.7,6.9,2.9,7.4,39.2,1.1,3.4,31.1,46.3
188,JaMychal Green,GSW,39,19,20,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,JaVale McGee,DAL,36,17,19,8.1,0.1,0.0,0.1,25.0,0.0,0.0,0.0,25.0
190,Jabari Smith Jr.,HOU,55,12,43,29.9,2.2,1.0,2.9,33.1,0.3,0.9,32.0,38.1
191,Jabari Walker,POR,39,19,20,9.0,0.0,0.0,0.1,0.0,0.0,0.0,-,0.0
192,Jack White,DEN,14,12,2,3.1,0.0,0.0,0.0,-,0.0,0.0,-,-
193,Jaden Hardy,DAL,32,16,16,11.6,1.0,0.4,1.3,30.2,0.2,0.8,28.0,38.4
194,Jaden Ivey,DET,56,15,41,30.1,3.9,1.6,4.3,37.6,0.6,1.9,32.1,44.6
195,Jaden McDaniels,MIN,58,30,28,30.5,1.2,0.5,1.2,43.7,0.1,0.2,38.5,47.2
196,Jaden Springer,PHI,7,7,0,3.7,0.0,0.0,0.3,0.0,-,-,-,0.0
197,Jae'Sean Tate,HOU,20,3,17,21.0,0.4,0.2,0.5,33.3,0.1,0.2,33.3,38.9
198,Jake LaRavia,MEM,30,20,10,12.7,0.2,0.1,0.3,25.0,0.0,0.2,14.3,31.3
199,Jakob Poeltl,TOR,50,14,36,26.2,0.6,0.3,0.5,55.6,0.0,0.0,0.0,55.6
200,Jalen Brunson,NYK,56,31,25,35.1,8.5,3.7,8.2,45.1,1.1,2.8,39.4,51.7
201,Jalen Duren,DET,52,14,38,25.1,0.1,0.1,0.2,37.5,0.0,0.0,-,37.5
202,Jalen Green,HOU,54,11,43,33.9,6.4,2.6,7.4,34.8,1.3,4.2,31.1,43.6
203,Jalen Johnson,ATL,55,27,28,14.4,0.2,0.1,0.3,29.4,0.0,0.1,0.0,29.4
204,Jalen McDaniels,PHI,60,19,41,26.1,0.7,0.4,1.0,33.9,0.0,0.1,16.7,34.7
205,Jalen Smith,IND,51,24,27,18.2,0.3,0.1,0.4,35.0,0.1,0.1,75.0,42.5
206,Jalen Suggs,ORL,35,14,21,22.9,2.7,1.1,2.9,38.0,0.5,1.6,30.4,46.5
207,Jalen Williams,OKC,54,26,28,29.2,1.4,0.6,1.7,37.6,0.1,0.3,25.0,39.8
208,Jamal Cain,MIA,13,8,5,13.9,0.0,0.0,0.2,0.0,0.0,0.0,-,0.0
209,Jamal Murray,DEN,46,33,13,32.5,8.7,3.6,8.4,43.1,1.5,3.6,41.5,51.9
210,Jamaree Bouyea,MIA,4,2,2,16.3,0.8,0.3,0.8,33.3,0.3,0.5,50.0,50.0
211,James Bouknight,CHA,26,5,21,13.6,1.2,0.5,1.4,33.3,0.3,0.9,34.8,44.4
212,James Harden,PHI,42,29,13,36.5,8.4,3.2,8.0,40.1,2.0,5.5,36.8,52.8
213,James Johnson,IND,12,5,7,8.1,0.4,0.2,0.4,40.0,0.1,0.2,50.0,50.0
214,James Wiseman,DET,23,9,14,13.5,0.1,0.0,0.4,11.1,0.0,0.0,-,11.1
215,Jared Rhoden,DET,1,0,1,12.0,2.0,1.0,2.0,50.0,0.0,1.0,0.0,50.0
216,Jaren Jackson Jr.,MEM,41,25,16,27.3,0.5,0.2,0.7,26.7,0.1,0.3,28.6,33.3
217,Jarred Vanderbilt,LAL,56,28,28,23.9,0.1,0.1,0.3,21.4,0.0,0.0,50.0,25.0
218,Jarrett Allen,CLE,55,35,20,33.2,0.1,0.0,0.1,50.0,0.0,0.0,-,50.0
219,Jarrett Culver,ATL,10,5,5,13.7,0.6,0.3,0.8,37.5,0.0,0.2,0.0,37.5
220,Jason Preston,LAC,13,3,10,9.4,1.0,0.5,1.2,37.5,0.1,0.3,25.0,40.6
221,Javonte Green,CHI,28,11,17,16.0,0.2,0.1,0.2,40.0,0.0,0.0,100,50.0
222,Jaxson Hayes,NOP,33,15,18,13.3,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0
223,Jaylen Brown,BOS,49,34,15,35.7,6.3,2.7,6.4,42.8,0.8,2.4,32.5,49.0
224,Jaylen Nowell,MIN,61,31,30,19.7,3.0,1.3,3.0,42.7,0.4,1.4,31.0,50.0
225,Jaylin Williams,OKC,26,12,14,16.2,0.0,0.0,0.0,-,0.0,0.0,-,-
226,Jayson Tatum,BOS,56,41,15,37.4,5.7,2.2,7.0,30.8,1.4,4.8,28.8,40.6
227,Jeff Dowtin Jr.,TOR,16,11,5,7.6,0.4,0.2,0.8,25.0,0.0,0.1,0.0,25.0
228,Jeff Green,DEN,38,25,13,19.3,0.4,0.2,0.8,26.7,0.0,0.2,16.7,28.3
229,Jerami Grant,POR,54,25,29,35.7,2.6,1.2,2.9,40.3,0.2,0.5,46.2,44.0
230,Jeremiah Robinson-Earl,OKC,29,11,18,20.5,0.2,0.1,0.1,66.7,0.0,0.1,50.0,83.3
231,Jeremy Sochan,SAS,48,11,37,25.9,1.0,0.5,1.2,39.7,0.1,0.2,36.4,43.1
232,Jericho Sims,NYK,47,27,20,16.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
233,Jevon Carter,MIL,58,41,17,22.5,3.2,1.3,3.1,42.2,0.6,1.5,38.8,51.4
234,Jimmy Butler,MIA,44,24,20,33.7,2.6,1.3,3.6,35.4,0.1,0.6,16.0,36.7
235,Jock Landale,PHX,51,26,25,14.1,0.0,0.0,0.2,12.5,0.0,0.0,0.0,12.5
236,Joe Harris,BKN,51,29,22,23.8,0.9,0.4,0.9,38.3,0.2,0.6,38.7,51.1
237,Joe Ingles,MIL,25,17,8,22.5,2.0,0.7,1.5,44.7,0.6,1.4,42.9,64.5
238,Joe Wieskamp,TOR,2,1,1,8.5,0.0,0.0,0.0,-,0.0,0.0,-,-
239,Joel Embiid,PHI,46,31,15,35.0,6.3,3.0,7.3,41.6,0.3,1.2,21.1,43.4
240,John Butler Jr.,POR,9,2,7,3.4,0.0,0.0,0.0,-,0.0,0.0,-,-
241,John Collins,ATL,50,26,24,31.1,0.6,0.3,0.8,38.1,0.0,0.1,0.0,38.1
242,John Konchar,MEM,50,30,20,22.3,0.4,0.2,0.5,34.8,0.1,0.3,35.3,47.8
243,John Wall,LAC,34,15,19,22.2,1.7,0.8,3.1,26.7,0.0,0.6,5.0,27.1
244,Johnny Davis,WAS,13,6,7,4.7,0.5,0.2,0.8,27.3,0.0,0.1,0.0,27.3
245,Jonas Valanciunas,NOP,59,29,30,24.8,0.2,0.1,0.4,21.7,0.0,0.0,0.0,21.7
246,Jonathan Isaac,ORL,11,8,3,11.3,0.2,0.1,0.5,16.7,0.0,0.0,-,16.7
247,Jonathan Kuminga,GSW,47,25,22,19.4,0.6,0.3,0.7,40.6,0.1,0.2,33.3,45.3
248,Jordan Clarkson,UTA,59,29,30,32.6,6.1,2.4,6.0,40.2,1.2,3.6,34.8,50.4
249,Jordan Goodwin,WAS,40,15,25,18.0,1.5,0.7,1.8,38.0,0.2,0.5,33.3,43.0
