,PLAYER,TEAM,GP,W,L,MIN,REB,Contested REB,Contested REB%,REB Chances,REB Chance%,Deferred REB Chances,Adjusted REB Chance%,AVG REB Distance
95,Darius Bazley,PHX,36,16,20,15.4,3.4,1.1,32.8,6.4,52.8,0.5,57.3,5.9
96,Darius Days,HOU,3,0,3,7.8,2.0,0.3,16.7,4.0,50.0,0.0,50.0,4.7
97,Darius Garland,CLE,51,28,23,35.2,2.7,0.4,13.7,5.6,48.6,0.4,52.1,12.0
98,David Duke Jr.,BKN,16,7,9,8.8,0.9,0.1,6.7,2.3,40.5,0.3,45.5,12.1
99,David Roddy,MEM,46,29,17,17.8,2.7,0.7,27.6,4.8,56.2,0.4,61.2,6.7
100,Davion Mitchell,SAC,56,31,25,17.8,1.3,0.2,14.7,2.8,47.2,0.3,51.7,9.7
101,Davis Bertans,DAL,34,17,17,10.6,0.9,0.3,28.1,2.2,42.1,0.2,47.1,6.9
102,Davon Reed,LAL,37,24,13,8.8,1.5,0.4,22.8,2.7,57.6,0.3,65.5,7.6
103,Day'Ron Sharpe,BKN,32,16,16,10.2,3.8,2.1,54.5,7.5,51.5,0.4,54.4,4.2
104,De'Aaron Fox,SAC,52,31,21,34.0,4.3,0.9,21.5,7.4,57.9,0.5,62.3,8.6
105,De'Andre Hunter,ATL,49,27,22,32.0,4.4,1.3,28.8,8.0,54.7,0.8,60.4,7.5
106,De'Anthony Melton,PHI,54,36,18,28.5,4.2,1.3,31.0,7.4,56.4,0.7,62.3,7.8
107,DeAndre Jordan,DEN,34,21,13,14.6,4.9,2.0,41.3,8.1,60.9,0.6,65.5,4.4
108,DeMar DeRozan,CHI,52,24,28,36.3,4.6,0.9,20.2,8.5,54.1,0.9,60.3,8.7
109,Dean Wade,CLE,31,22,9,21.7,3.7,1.0,25.9,6.8,55.0,0.6,60.4,7.0
110,Deandre Ayton,PHX,51,24,27,30.2,10.1,4.2,41.7,15.6,64.8,1.2,70.1,4.6
111,Dejounte Murray,ATL,54,27,27,36.5,5.5,1.4,25.9,10.0,55.1,0.9,60.7,7.3
112,Delon Wright,WAS,29,19,10,22.5,3.2,0.8,23.7,5.6,57.4,0.4,62.4,10.1
113,Deni Avdija,WAS,56,27,29,26.3,6.3,1.9,30.9,10.7,58.4,1.1,64.9,5.0
114,Dennis Schroder,LAL,46,23,23,30.0,2.6,0.3,11.0,4.8,53.6,0.4,58.4,10.9
115,Dennis Smith Jr.,CHA,38,11,27,25.0,2.8,0.7,26.7,6.0,46.3,0.7,52.8,8.2
116,Deonte Burton,SAC,2,1,1,3.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
117,Dereon Seabron,NOP,5,2,3,2.3,0.2,0.2,100.0,1.4,14.3,0.2,16.7,1.8
118,Derrick Jones Jr.,CHI,45,17,28,15.1,2.6,1.5,55.5,5.0,52.4,0.3,55.9,5.6
119,Derrick Rose,NYK,26,11,15,12.9,1.5,0.3,20.0,3.0,51.9,0.1,54.1,10.4
120,Derrick White,BOS,59,42,17,27.7,3.3,0.9,27.6,6.1,54.7,0.6,61.1,8.2
121,Desmond Bane,MEM,35,22,13,31.2,4.9,1.1,21.6,8.5,57.8,0.6,62.2,8.0
122,Devin Booker,PHX,33,21,12,33.9,4.5,0.7,15.3,7.9,57.5,0.5,61.0,8.3
123,Devin Vassell,SAS,29,8,21,31.3,4.0,1.1,27.0,6.8,58.7,0.5,63.5,6.6
124,Devon Dotson,WAS,6,1,5,8.8,1.7,0.5,30.0,2.8,58.8,0.0,58.8,13.2
125,Devonte' Graham,SAS,57,27,30,16.2,1.4,0.2,17.1,2.8,50.6,0.2,55.4,10.7
126,Dewayne Dedmon,PHI,30,17,13,11.7,3.6,1.7,45.9,7.0,51.7,0.7,57.4,5.0
127,Dillon Brooks,MEM,52,32,20,30.5,3.3,0.7,21.8,6.1,53.8,0.4,58.0,8.8
128,Domantas Sabonis,SAC,55,31,24,34.6,12.3,5.1,41.3,21.4,57.3,1.7,62.3,4.1
129,Dominick Barlow,SAS,10,0,10,9.5,2.3,1.0,43.5,4.0,57.5,0.6,67.6,6.3
130,Donovan Mitchell,CLE,50,33,17,35.5,4.1,1.0,24.6,7.1,57.2,0.4,60.2,9.0
131,Donte DiVincenzo,GSW,47,26,21,25.2,4.1,0.7,18.2,7.1,57.5,0.6,63.2,7.2
132,Dorian Finney-Smith,BKN,44,21,23,32.0,4.9,2.1,42.5,8.5,56.9,0.7,62.0,6.8
133,Doug McDermott,SAS,50,14,36,20.4,2.2,0.6,25.5,4.1,53.7,0.3,57.9,8.1
134,Draymond Green,GSW,51,27,24,31.7,7.2,2.9,39.9,11.7,61.6,0.9,66.9,5.6
135,Drew Eubanks,POR,56,26,30,19.5,4.9,1.8,37.3,8.9,55.3,0.6,59.2,4.8
136,Dru Smith,BKN,8,4,4,12.1,1.9,0.4,20.0,2.9,65.2,0.5,78.9,10.3
137,Duane Washington Jr.,PHX,31,17,14,12.7,1.2,0.1,5.6,2.1,55.4,0.0,55.4,10.3
138,Duncan Robinson,MIA,29,14,15,18.1,2.0,0.6,29.8,3.4,58.2,0.3,63.3,8.6
139,Dwight Powell,DAL,55,30,25,19.7,4.3,1.7,38.7,9.4,45.5,0.7,49.3,6.1
140,Dyson Daniels,NOP,39,21,18,19.9,3.5,1.3,35.5,6.3,56.6,0.4,60.8,7.7
141,Edmond Sumner,BKN,46,28,18,14.5,1.6,0.3,18.1,3.3,47.7,0.2,50.7,8.6
142,Eric Gordon,LAC,49,14,35,29.9,2.1,0.2,10.9,3.8,54.0,0.2,57.4,12.0
143,Eugene Omoruyi,OKC,23,9,14,11.8,2.3,0.7,32.7,5.1,44.4,0.4,48.1,5.9
144,Evan Fournier,NYK,23,13,10,18.0,2.0,0.3,15.6,3.4,57.7,0.3,63.4,9.2
145,Evan Mobley,CLE,59,36,23,34.2,8.9,3.8,42.6,15.2,58.6,1.3,63.8,5.4
146,Facundo Campazzo,DAL,8,2,6,6.5,0.3,0.0,0.0,0.8,33.3,0.1,40.0,13.1
147,Frank Kaminsky,HOU,28,11,17,7.0,1.4,0.8,57.5,2.5,58.0,0.0,58.8,3.8
148,Frank Ntilikina,DAL,36,17,19,12.0,1.3,0.3,21.7,2.4,54.1,0.2,59.7,8.8
149,Franz Wagner,ORL,58,23,35,33.2,3.9,0.8,20.6,7.6,52.1,0.6,56.4,8.9
150,Fred VanVleet,TOR,50,24,26,36.9,4.3,0.8,19.4,8.1,53.2,0.8,59.2,10.1
151,Furkan Korkmaz,PHI,25,17,8,10.2,1.2,0.3,24.1,2.1,55.8,0.2,63.0,10.9
152,Gabe Vincent,MIA,45,25,20,26.3,2.3,0.4,17.5,4.2,54.2,0.2,57.2,11.2
153,Garrett Temple,NOP,18,11,7,7.2,0.6,0.2,27.3,1.2,52.4,0.2,61.1,10.5
154,Garrison Mathews,ATL,46,12,34,13.2,1.4,0.3,19.0,2.7,50.0,0.3,56.8,9.2
155,Gary Harris,ORL,30,12,18,24.5,2.1,0.4,20.3,4.0,53.8,0.4,59.3,11.9
156,Gary Payton II,GSW,15,8,7,17.0,2.6,0.8,30.8,5.2,50.0,0.4,54.2,6.5
157,Gary Trent Jr.,TOR,50,23,27,33.6,2.6,0.5,19.5,4.3,59.8,0.2,63.4,10.0
158,George Hill,IND,36,24,12,18.8,1.9,0.4,22.4,4.1,45.3,0.3,49.3,10.1
159,Georges Niang,PHI,55,37,18,19.8,2.5,0.6,23.4,4.9,51.3,0.5,56.8,6.8
160,Giannis Antetokounmpo,MIL,47,35,12,33.1,12.2,3.9,32.3,18.8,64.8,1.4,70.1,5.2
161,Goga Bitadze,ORL,21,8,13,9.6,2.3,1.2,51.0,5.1,45.4,0.9,54.4,3.8
162,Goran Dragic,CHI,50,22,28,15.5,1.3,0.3,19.4,2.8,47.2,0.2,51.5,9.5
163,Gordon Hayward,CHA,34,12,22,31.2,4.2,0.8,18.9,6.6,63.8,0.5,68.8,9.6
164,Gorgui Dieng,SAS,19,2,17,10.2,2.8,0.9,32.1,4.4,63.1,0.2,65.4,6.7
165,Grant Williams,BOS,58,42,16,27.9,4.8,1.8,37.9,9.0,53.7,0.7,58.0,6.6
166,Grayson Allen,MIL,54,39,15,27.6,3.4,0.7,20.7,6.5,52.1,0.7,58.0,9.1
167,Greg Brown III,POR,16,10,6,5.8,1.2,0.4,31.6,1.9,61.3,0.1,65.5,7.1
168,Hamidou Diallo,DET,49,12,37,16.7,3.3,1.1,32.9,5.4,62.1,0.2,64.8,6.9
169,Harrison Barnes,SAC,57,32,25,32.6,4.6,1.5,32.1,8.1,56.6,0.7,62.2,7.9
170,Haywood Highsmith,MIA,43,23,20,19.7,3.7,1.3,33.5,6.8,55.1,0.6,60.1,7.8
171,Herbert Jones,NOP,43,19,24,28.8,3.8,1.5,38.4,7.4,51.6,0.4,54.7,8.4
172,Immanuel Quickley,NYK,59,33,26,27.7,4.0,0.5,12.6,6.9,58.6,0.4,62.6,9.5
173,Isaac Okoro,CLE,61,38,23,21.2,2.5,0.7,28.4,5.1,49.7,0.3,52.9,9.7
174,Isaiah Hartenstein,NYK,60,33,27,19.7,6.6,3.5,53.0,12.6,52.2,1.0,56.5,4.6
175,Isaiah Jackson,IND,45,17,28,15.3,3.9,2.2,57.1,8.1,48.2,0.8,53.2,4.5
176,Isaiah Joe,OKC,49,25,24,15.7,2.2,0.3,15.6,4.2,52.4,0.5,59.2,7.4
177,Isaiah Livers,DET,36,9,27,21.1,2.4,0.8,34.9,4.6,52.1,0.5,58.5,9.3
178,Isaiah Mobley,CLE,8,5,3,3.3,1.4,0.6,45.5,1.6,84.6,0.0,84.6,5.7
179,Isaiah Roby,SAS,41,9,32,11.3,2.5,0.8,31.7,4.2,59.8,0.2,63.4,5.9
180,Isaiah Stewart,DET,47,12,35,28.5,8.0,3.1,39.5,14.3,55.9,1.0,60.1,4.6
181,Isaiah Todd,WAS,4,2,2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Ish Smith,DEN,30,20,10,10.4,1.4,0.4,26.2,2.7,51.9,0.3,59.2,7.8
183,Ish Wainright,PHX,42,22,20,15.6,2.1,0.9,41.1,4.0,54.2,0.3,58.4,7.3
184,Ivica Zubac,LAC,59,32,27,29.4,10.1,5.2,51.0,17.9,56.5,1.1,60.2,4.1
185,JD Davison,BOS,6,5,1,2.3,0.3,0.0,0.0,0.5,66.7,0.0,66.7,4.1
186,JT Thor,CHA,47,12,35,10.8,1.7,0.7,37.8,2.8,62.1,0.1,65.6,7.8
187,Ja Morant,MEM,48,31,17,32.7,6.0,1.4,23.8,11.2,53.2,0.9,57.5,7.9
188,JaMychal Green,GSW,38,19,19,14.7,3.9,1.8,45.0,6.4,60.8,0.5,65.6,5.0
189,JaVale McGee,DAL,36,17,19,8.1,2.6,1.4,53.8,4.7,54.7,0.4,59.6,4.2
190,Jabari Smith Jr.,HOU,55,12,43,29.9,7.0,2.7,38.5,11.5,61.1,0.9,66.5,5.4
191,Jabari Walker,POR,38,19,19,8.8,2.1,1.1,52.5,3.8,55.6,0.2,59.3,4.7
192,Jack White,DEN,14,12,2,3.1,0.5,0.3,57.1,1.0,50.0,0.1,53.8,5.0
193,Jaden Hardy,DAL,31,15,16,11.8,1.4,0.2,16.3,2.5,56.6,0.1,59.7,9.1
194,Jaden Ivey,DET,54,15,39,30.0,4.0,0.8,20.1,8.2,48.2,0.9,54.3,8.2
195,Jaden McDaniels,MIN,58,30,28,30.5,3.9,1.4,36.0,7.5,51.6,0.7,56.8,8.4
196,Jaden Springer,PHI,7,7,0,3.7,1.0,0.4,42.9,1.7,58.3,0.1,63.6,6.2
197,Jae'Sean Tate,HOU,20,3,17,21.0,3.9,1.4,35.1,7.1,54.6,0.4,57.9,7.2
198,Jake LaRavia,MEM,30,20,10,12.7,2.0,0.6,32.2,3.3,59.0,0.2,62.1,7.9
199,Jakob Poeltl,TOR,48,13,35,26.1,8.8,4.9,55.7,14.6,60.6,0.9,64.4,4.5
200,Jalen Brunson,NYK,56,31,25,35.1,3.6,0.6,17.7,7.0,51.7,0.5,55.6,9.8
201,Jalen Duren,DET,50,14,36,25.3,8.7,4.2,48.6,16.5,52.5,1.1,56.1,4.3
202,Jalen Green,HOU,54,11,43,33.9,4.0,0.8,20.8,7.5,53.3,0.5,56.8,7.5
203,Jalen Johnson,ATL,55,27,28,14.4,3.9,1.4,36.2,6.3,61.2,0.5,66.8,5.4
204,Jalen McDaniels,PHI,59,18,41,26.3,4.8,1.2,24.0,8.9,54.0,0.7,59.0,5.9
205,Jalen Smith,IND,51,24,27,18.2,5.6,2.4,43.2,9.6,57.9,0.6,61.6,4.7
206,Jalen Suggs,ORL,34,13,21,23.0,2.7,0.8,30.8,5.6,47.9,0.5,52.6,9.1
207,Jalen Williams,OKC,53,26,27,29.0,4.1,1.2,29.7,7.5,55.0,0.7,60.3,8.0
208,Jamal Cain,MIA,13,8,5,13.9,2.9,1.1,36.8,4.9,59.4,0.5,65.5,5.9
209,Jamal Murray,DEN,45,32,13,32.5,4.1,0.7,16.1,6.9,60.0,0.6,65.5,8.9
210,Jamaree Bouyea,MIA,4,2,2,16.3,1.3,0.3,20.0,3.0,41.7,0.3,45.5,9.8
211,James Bouknight,CHA,26,5,21,13.6,2.0,0.5,23.5,3.4,57.3,0.2,61.4,7.9
212,James Harden,PHI,41,28,13,36.4,6.2,1.0,16.2,9.7,63.6,0.7,68.2,6.6
213,James Johnson,IND,12,5,7,8.1,1.3,0.3,25.0,2.4,55.2,0.2,59.3,5.3
214,James Wiseman,DET,22,9,13,13.0,3.5,1.4,39.7,7.1,49.7,0.4,52.3,4.3
215,Jared Rhoden,DET,1,0,1,12.0,1.0,1.0,100.0,1.0,100.0,0.0,100.0,0.6
216,Jaren Jackson Jr.,MEM,40,25,15,27.2,6.7,2.7,40.4,12.4,53.9,1.0,58.4,6.4
217,Jarred Vanderbilt,LAL,55,27,28,24.0,7.8,2.5,32.3,12.4,62.4,0.6,65.7,5.3
218,Jarrett Allen,CLE,54,35,19,33.3,9.9,4.7,47.4,16.8,58.7,1.4,63.9,4.9
219,Jarrett Culver,ATL,10,5,5,13.7,3.8,1.4,36.8,5.6,67.9,0.2,70.4,5.8
220,Jason Preston,LAC,13,3,10,9.4,1.7,0.3,18.2,2.8,61.1,0.1,62.9,7.8
221,Javonte Green,CHI,28,11,17,16.0,2.9,1.3,45.1,5.6,52.2,0.6,58.2,6.2
222,Jaxson Hayes,NOP,33,15,18,13.3,2.9,0.9,32.0,5.2,56.4,0.3,59.5,6.1
223,Jaylen Brown,BOS,48,33,15,35.6,7.0,1.6,23.2,11.2,62.7,0.9,68.0,7.1
224,Jaylen Nowell,MIN,61,31,30,19.7,2.7,0.5,20.2,4.8,56.0,0.3,59.9,9.3
225,Jaylin Williams,OKC,25,12,13,15.7,4.6,1.8,38.6,7.6,60.3,0.3,63.0,4.9
226,Jayson Tatum,BOS,55,40,15,37.3,8.6,1.7,19.5,12.4,69.3,0.7,73.3,6.4
227,Jeff Dowtin Jr.,TOR,15,10,5,6.8,0.9,0.2,21.4,1.1,87.5,0.0,87.5,13.7
228,Jeff Green,DEN,37,24,13,19.2,2.5,0.7,29.0,4.3,58.9,0.2,62.0,8.4
229,Jerami Grant,POR,54,25,29,35.7,4.3,1.0,23.1,7.5,57.5,0.6,62.4,8.7
230,Jeremiah Robinson-Earl,OKC,28,11,17,20.9,4.8,2.4,48.9,9.6,50.0,1.3,57.9,4.7
231,Jeremy Sochan,SAS,47,11,36,25.9,4.9,1.8,36.8,9.3,52.2,1.0,58.6,5.8
232,Jericho Sims,NYK,47,27,20,16.3,4.9,2.4,49.1,9.0,54.6,0.7,59.0,5.0
233,Jevon Carter,MIL,58,41,17,22.5,2.6,0.3,12.1,4.2,61.6,0.2,63.9,11.6
234,Jimmy Butler,MIA,44,24,20,33.7,6.0,2.4,40.7,10.5,56.8,0.5,59.4,6.1
235,Jock Landale,PHX,51,26,25,14.1,4.0,2.1,52.5,7.9,50.4,0.5,53.8,5.4
236,Joe Harris,BKN,51,29,22,23.8,2.6,0.7,27.6,5.4,49.1,0.5,54.7,9.2
237,Joe Ingles,MIL,25,17,8,22.5,2.9,0.5,16.7,4.2,68.6,0.4,75.0,7.6
238,Joe Wieskamp,TOR,2,1,1,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,Joel Embiid,PHI,45,30,15,34.9,10.2,4.0,39.6,17.3,58.6,1.4,63.6,5.0
240,John Butler Jr.,POR,8,2,6,3.2,0.3,0.3,100.0,0.6,40.0,0.0,40.0,4.6
241,John Collins,ATL,50,26,24,31.1,7.1,3.0,41.8,13.0,54.5,0.9,58.6,4.9
242,John Konchar,MEM,49,30,19,22.4,4.7,1.3,26.8,7.6,61.8,0.6,66.6,6.9
243,John Wall,LAC,34,15,19,22.2,2.7,0.5,17.4,5.2,52.3,0.4,56.8,9.6
