,Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time Of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
0,A.J. Lawson,DAL,13,5,8,4.8,2.6,4.8,3.2,0.1,1.39,0.62,0.54,0.0,0.0,0.2,0.0,0.0,2.0
1,AJ Green,MIL,27,21,6,9.8,4.7,12.2,7.6,0.5,2.49,1.72,0.385,0.1,0.0,0.3,0.0,0.0,0.889
2,AJ Griffin,ATL,56,26,30,20.4,9.3,22.1,15.1,0.8,2.05,1.47,0.423,0.5,0.0,0.7,0.852,2.0,1.0
3,Aaron Gordon,DEN,49,35,14,30.3,17.3,42.8,23.7,2.1,2.95,2.12,0.405,1.8,2.3,7.0,0.478,0.757,1.185
4,Aaron Holiday,ATL,51,27,24,14.3,4.1,20.7,8.4,1.4,4.03,3.65,0.199,0.1,0.0,0.4,0.286,0.0,0.571
5,Aaron Nesmith,IND,54,22,32,24.7,9.8,34.8,20.3,0.9,1.61,0.76,0.282,0.4,0.0,1.1,0.857,0.0,0.842
6,Aaron Wiggins,OKC,47,25,22,18.4,6.4,21.2,13.6,0.7,1.91,1.26,0.3,0.6,0.0,2.0,0.357,1.0,0.83
7,Admiral Schofield,ORL,27,11,16,13.0,4.6,20.0,9.3,0.6,1.7,0.79,0.228,0.5,0.0,1.0,0.615,0.0,0.821
8,Al Horford,BOS,46,33,13,30.7,9.2,46.5,25.7,1.2,1.55,0.48,0.198,1.2,1.1,2.9,0.273,0.36,0.533
9,Alec Burks,DET,46,12,34,22.0,13.1,34.7,21.1,1.8,3.08,2.39,0.378,0.3,0.3,0.4,0.533,0.571,0.529
10,Aleksej Pokusevski,OKC,31,15,16,21.9,8.8,44.4,24.2,1.2,1.6,0.75,0.199,1.6,0.0,3.4,0.608,0.0,0.724
11,Alex Caruso,CHI,49,20,29,24.2,5.6,45.8,18.5,2.1,2.72,1.98,0.121,0.8,0.0,1.2,0.2,0.0,0.574
12,Alex Len,SAC,14,9,5,3.4,0.9,6.1,3.4,0.2,1.51,0.41,0.151,1.3,0.0,0.9,0.333,0.0,0.75
13,Alize Johnson,SAS,4,1,3,7.4,1.8,11.5,5.5,0.5,2.7,1.98,0.152,0.0,0.3,1.0,0.0,0.0,0.0
14,Alondes Williams,BKN,1,1,0,5.3,0.0,9.0,3.0,0.4,2.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Alperen Sengun,HOU,54,10,44,28.2,14.9,53.6,37.2,2.2,2.43,1.25,0.279,5.3,4.4,7.3,0.571,0.515,0.753
16,Amir Coffey,LAC,40,21,19,14.3,4.0,15.5,11.3,0.7,2.53,1.71,0.259,0.2,0.0,0.3,0.167,0.0,0.333
17,Andre Drummond,CHI,47,20,27,13.0,6.6,18.4,11.7,0.4,1.42,0.47,0.355,1.8,0.4,4.8,0.624,0.55,0.965
18,Andre Iguodala,GSW,2,0,2,12.2,1.0,21.0,10.5,0.6,1.81,0.62,0.048,1.0,0.0,1.0,0.0,0.0,1.0
19,Andrew Nembhard,IND,54,23,31,27.0,8.0,43.7,22.8,2.4,3.36,3.03,0.184,0.5,0.0,0.6,0.462,0.0,0.5
20,Andrew Wiggins,GSW,36,18,18,32.3,17.1,46.2,31.6,1.8,2.28,1.48,0.371,0.7,1.7,3.3,0.808,0.581,0.992
21,Anfernee Simons,POR,56,27,29,35.5,21.4,69.2,33.2,5.5,4.77,4.17,0.309,0.3,0.0,0.6,1.188,0.0,0.938
22,Anthony Davis,LAL,36,17,19,33.2,25.6,67.3,36.6,2.3,2.05,0.8,0.381,4.9,5.4,11.2,0.746,0.731,1.194
23,Anthony Edwards,MIN,62,31,31,36.3,25.0,73.0,36.7,4.9,4.03,3.52,0.342,0.5,0.6,0.9,0.656,0.703,0.877
24,Anthony Gill,WAS,41,17,24,10.0,3.1,10.0,6.5,0.3,1.65,0.62,0.315,0.5,0.0,1.2,0.6,0.0,1.306
25,Anthony Lamb,GSW,44,23,21,19.5,6.9,33.2,17.8,1.0,1.78,0.93,0.209,0.7,0.4,1.8,0.355,0.0,0.544
26,Austin Reaves,LAL,42,20,22,27.7,10.6,35.3,19.9,1.7,2.92,2.34,0.301,0.6,0.0,1.1,0.444,0.0,0.617
27,Austin Rivers,MIN,47,23,24,20.7,5.3,24.2,14.0,1.2,3.02,2.39,0.219,0.1,0.0,0.1,1.0,0.0,0.667
28,Ayo Dosunmu,CHI,57,26,31,28.4,9.4,48.6,18.5,2.8,3.49,3.17,0.194,0.2,0.0,0.7,1.0,0.0,1.024
29,Bam Adebayo,MIA,55,29,26,35.2,21.5,64.9,37.6,3.1,2.84,1.6,0.332,7.2,2.7,8.0,0.709,0.638,0.918
30,Ben Simmons,BKN,42,24,18,26.3,6.9,61.4,21.5,3.5,3.42,2.35,0.113,2.3,1.1,4.0,0.344,0.444,0.846
31,Bennedict Mathurin,IND,61,26,35,28.2,17.2,42.3,28.8,1.7,2.47,1.69,0.408,1.2,0.1,1.9,0.972,0.333,0.982
32,Bismack Biyombo,PHX,46,25,21,13.9,3.8,23.1,13.6,0.6,1.59,0.49,0.164,2.5,0.9,4.5,0.35,0.325,0.662
33,Blake Griffin,BOS,26,17,9,14.4,4.9,21.0,12.8,0.6,1.68,0.68,0.235,1.2,0.5,2.2,0.6,0.571,0.825
34,Blake Wesley,SAS,15,2,13,14.0,4.7,27.3,9.1,2.2,4.89,4.53,0.171,0.4,0.0,0.6,0.5,0.0,0.444
35,Boban Marjanovic,HOU,19,1,18,4.4,2.9,5.7,3.8,0.2,2.2,0.92,0.519,0.5,1.2,1.1,1.3,1.091,1.55
36,Bobby Portis,MIL,48,31,17,26.7,14.5,52.4,26.7,1.6,1.78,0.74,0.277,1.6,3.2,4.6,0.6,0.656,0.882
37,Bogdan Bogdanovic,ATL,35,17,18,29.6,14.4,42.5,26.2,2.0,2.79,2.01,0.339,0.8,0.1,0.6,0.444,0.5,0.571
38,Bojan Bogdanovic,DET,56,15,41,32.0,21.5,46.6,33.0,2.3,2.95,2.13,0.461,0.8,1.0,0.8,0.977,0.518,0.87
39,Bol Bol,ORL,55,22,33,23.0,10.2,24.7,13.9,1.0,2.35,1.6,0.415,0.4,0.2,2.1,1.136,0.6,1.431
40,Bones Hyland,LAC,44,30,14,19.4,11.9,46.4,19.8,3.7,4.82,4.12,0.256,0.2,0.0,0.3,0.6,0.0,0.4
41,Bradley Beal,WAS,37,20,17,32.9,22.9,66.4,39.7,4.7,4.28,3.83,0.344,2.1,0.7,1.7,0.603,0.32,0.953
42,Brandon Boston Jr.,LAC,21,8,13,11.7,6.8,20.3,11.6,1.0,2.94,2.6,0.335,0.1,0.1,0.5,1.0,0.667,0.5
43,Brandon Clarke,MEM,52,29,23,19.9,10.3,29.3,18.3,0.7,1.51,0.64,0.353,4.3,0.2,5.5,0.588,0.5,1.108
44,Brandon Ingram,NOP,25,12,13,32.3,23.0,64.8,37.8,4.2,3.92,2.93,0.355,1.4,1.6,0.8,0.829,0.692,0.762
45,Braxton Key,DET,3,0,3,3.0,1.3,3.3,1.3,0.1,1.56,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,58,41,17,30.3,14.6,33.8,22.8,0.8,1.42,0.41,0.43,2.3,1.9,5.3,0.448,0.991,1.077
47,Bruce Brown,DEN,59,42,17,28.7,11.1,52.6,25.3,3.0,3.38,2.72,0.211,0.8,0.1,1.7,0.917,1.0,0.861
48,Bruno Fernando,ATL,33,10,23,11.2,3.9,20.1,11.8,0.5,1.4,0.49,0.196,1.5,0.2,3.7,0.347,0.667,0.828
49,Bryce McGowens,CHA,26,8,18,14.7,4.1,15.4,9.5,0.6,2.32,1.41,0.265,0.0,0.0,0.5,0.0,0.0,0.714
50,Bryn Forbes,MIN,25,9,16,10.7,3.6,11.9,8.9,0.4,2.06,1.31,0.3,0.0,0.0,0.1,0.0,0.0,1.0
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,61,26,35,32.1,17.5,60.2,35.6,2.0,2.04,1.36,0.291,0.4,0.0,0.8,0.522,0.0,0.804
53,CJ McCollum,NOP,53,26,27,35.0,21.2,75.0,32.6,5.5,4.38,3.92,0.282,0.9,0.1,0.5,0.674,0.0,0.621
54,Cade Cunningham,DET,12,3,9,33.3,19.9,78.3,24.8,7.0,5.37,4.99,0.255,0.3,0.4,0.9,1.0,0.6,0.909
55,Caleb Houstan,ORL,34,12,22,16.1,4.2,13.6,7.9,0.3,1.36,0.42,0.311,0.1,0.0,0.8,0.0,0.0,0.769
56,Caleb Martin,MIA,50,26,24,30.2,10.2,39.6,22.6,1.6,2.48,1.59,0.258,0.6,0.1,2.4,0.733,0.0,0.656
57,Cam Reddish,POR,24,10,14,22.6,9.4,22.3,17.0,0.8,2.27,1.34,0.423,0.8,0.0,0.9,0.667,0.0,1.048
58,Cam Thomas,BKN,42,25,17,16.9,11.1,30.1,14.0,2.4,4.87,4.32,0.369,0.4,0.0,0.3,1.0,0.0,1.273
59,Cameron Johnson,BKN,21,14,7,25.6,13.8,35.3,22.2,1.2,1.99,1.31,0.391,0.6,0.0,1.0,0.769,0.0,1.048
60,Cameron Payne,PHX,29,16,13,23.7,12.2,57.2,19.9,4.8,5.08,4.48,0.214,0.1,0.0,0.3,0.0,0.0,0.889
61,Caris LeVert,CLE,57,33,24,30.1,11.7,48.8,28.9,3.0,3.65,3.05,0.239,0.6,0.1,1.1,0.485,0.0,0.492
