,PLAYER,TEAM,GP,W,L,MIN,Passes Made,Passes Received,AST,Secondary AST,Potential AST,AST PTS Created,AST PTS Created.1,AST Adj,AST To Pass%,AST To Pass% Adj
0,A.J. Lawson,DAL,12,5,7,4.2,2.3,2.9,0.1,0.0,0.3,0.3,0.1,3.7,3.7,
1,AJ Green,MIL,25,19,6,8.9,6.8,7.9,0.4,0.1,1.0,1.3,0.6,6.5,8.8,
2,AJ Griffin,ATL,54,25,29,20.5,13.1,15.3,1.0,0.1,1.8,2.6,1.2,7.8,9.0,
3,Aaron Gordon,DEN,49,35,14,30.3,26.6,27.9,2.9,0.4,4.2,7.1,3.4,10.8,12.9,
4,Aaron Holiday,ATL,49,26,23,14.6,15.8,16.8,1.3,0.1,2.9,3.6,1.7,8.4,10.6,
5,Aaron Nesmith,IND,52,21,31,24.4,23.6,19.8,1.2,0.2,2.0,3.2,1.5,5.0,6.3,
6,Aaron Wiggins,OKC,45,24,21,18.6,14.8,13.8,1.4,0.2,2.4,3.7,1.7,9.3,11.6,
7,Admiral Schofield,ORL,27,11,16,13.0,15.9,10.0,0.9,0.0,1.4,2.4,0.9,5.4,5.8,
8,Al Horford,BOS,44,31,13,30.7,37.5,27.9,2.7,0.4,4.7,7.4,3.3,7.2,8.9,
9,Alec Burks,DET,44,12,32,22.2,21.6,25.0,2.1,0.2,3.6,5.2,2.4,9.9,11.1,
10,Aleksej Pokusevski,OKC,31,15,16,21.9,33.9,26.4,2.0,0.2,3.7,5.0,2.3,5.9,6.7,
11,Alex Caruso,CHI,47,19,28,24.2,38.7,30.2,3.2,0.4,5.2,8.6,4.1,8.3,10.7,
12,Alex Len,SAC,13,8,5,3.5,5.2,3.2,0.4,0.0,0.6,0.9,0.4,7.4,7.4,
13,Alize Johnson,SAS,4,1,3,7.4,8.8,5.8,0.3,0.0,1.3,0.8,0.3,2.9,2.9,
14,Alondes Williams,BKN,1,1,0,5.3,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,Alperen Sengun,HOU,52,10,42,28.4,37.7,35.8,3.7,0.3,6.6,9.5,4.5,9.8,11.9,
16,Amir Coffey,LAC,39,20,19,14.6,10.9,11.9,1.3,0.1,2.3,3.2,1.6,11.6,14.4,
17,Andre Drummond,CHI,44,19,25,13.0,12.0,9.9,0.6,0.0,0.9,1.4,0.6,4.9,5.1,
18,Andre Iguodala,GSW,2,0,2,12.3,19.5,11.5,2.0,0.5,3.0,5.0,2.5,10.3,12.8,
19,Andrew Nembhard,IND,52,22,30,27.2,33.1,36.0,4.1,0.3,8.1,10.9,5.0,12.5,15.2,
20,Andrew Wiggins,GSW,36,18,18,32.3,28.8,33.3,2.3,0.6,4.8,6.3,3.1,8.0,10.9,
21,Anfernee Simons,POR,55,27,28,35.7,47.1,59.3,4.2,1.0,7.5,10.7,5.6,9.0,11.9,
22,Anthony Davis,LAL,34,15,19,33.5,44.3,37.3,2.4,0.2,3.9,5.9,2.6,5.5,6.0,
23,Anthony Edwards,MIN,60,31,29,36.2,46.3,54.8,4.5,0.8,8.0,11.6,5.5,9.8,12.0,
24,Anthony Gill,WAS,40,16,24,10.2,7.4,6.3,0.5,0.1,0.9,1.4,0.6,6.8,8.1,
25,Anthony Lamb,GSW,41,22,19,19.2,25.4,18.8,1.7,0.2,3.6,4.9,2.1,6.5,8.4,
26,Austin Reaves,LAL,40,18,22,28.0,25.3,23.4,2.2,0.3,4.5,5.3,2.6,8.5,10.1,
27,Austin Rivers,MIN,45,23,22,21.1,19.1,19.6,1.6,0.3,2.5,4.1,2.0,8.1,10.3,
28,Ayo Dosunmu,CHI,54,25,29,28.1,37.7,37.4,2.9,0.5,5.2,6.9,3.5,7.6,9.3,
29,Bam Adebayo,MIA,53,29,24,35.3,42.6,43.7,3.2,0.4,5.8,8.3,3.8,7.6,8.9,
30,Ben Simmons,BKN,41,23,18,26.5,52.3,42.5,6.1,0.6,9.5,15.5,7.0,11.8,13.4,
31,Bennedict Mathurin,IND,59,25,34,28.3,24.0,31.3,1.4,0.3,2.8,3.9,1.9,5.9,7.8,
32,Bismack Biyombo,PHX,45,25,20,14.0,18.4,13.0,0.9,0.0,1.5,2.2,1.0,5.0,5.3,
33,Blake Griffin,BOS,24,16,8,13.4,14.9,11.4,1.1,0.0,1.8,3.0,1.2,7.3,7.8,
34,Blake Wesley,SAS,13,2,11,13.3,19.8,21.8,1.5,0.5,3.2,4.1,2.2,7.4,10.9,
35,Boban Marjanovic,HOU,18,1,17,4.2,3.3,3.4,0.2,0.0,0.2,0.5,0.2,6.8,6.8,
36,Bobby Portis,MIL,47,30,17,26.8,37.9,25.0,1.8,0.2,3.1,4.8,2.2,4.8,5.7,
37,Bogdan Bogdanovic,ATL,33,16,17,30.0,27.7,30.6,3.0,0.3,5.2,7.5,3.6,10.9,13.0,
38,Bojan Bogdanovic,DET,54,15,39,32.0,26.3,34.6,2.6,0.4,5.6,6.9,3.3,9.8,12.6,
39,Bol Bol,ORL,53,21,32,23.3,14.3,14.0,0.8,0.1,1.7,2.2,1.0,5.9,7.0,
40,Bones Hyland,LAC,42,28,14,19.5,32.8,39.1,3.0,0.5,5.4,7.6,3.9,9.1,11.9,
41,Bradley Beal,WAS,34,18,16,32.8,42.7,55.5,5.2,0.8,11.1,14.4,6.9,12.2,16.2,
42,Brandon Boston Jr.,LAC,20,7,13,12.2,13.2,14.9,1.0,0.2,2.2,2.3,1.1,7.2,8.4,
43,Brandon Clarke,MEM,50,28,22,19.8,20.4,18.5,1.2,0.2,2.5,3.3,1.6,6.0,7.8,
44,Brandon Ingram,NOP,23,12,11,32.1,39.3,52.6,5.0,0.5,10.0,13.7,6.2,12.8,15.7,
45,Braxton Key,DET,3,0,3,3.0,2.7,1.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,
46,Brook Lopez,MIL,55,38,17,30.4,20.8,21.8,1.2,0.2,2.2,3.3,1.5,5.9,7.2,
47,Bruce Brown,DEN,57,40,17,28.8,40.6,39.5,3.6,0.6,5.4,8.8,4.3,8.9,10.5,
48,Bruno Fernando,ATL,31,9,22,11.7,16.6,11.3,1.0,0.1,1.7,2.6,1.1,5.8,6.8,
49,Bryce McGowens,CHA,25,7,18,14.3,10.4,9.9,1.0,0.1,1.6,2.2,1.2,9.3,11.2,
50,Bryn Forbes,MIN,25,9,16,10.7,7.5,8.9,0.7,0.1,1.0,1.8,0.8,9.1,11.2,
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,Buddy Hield,IND,59,25,34,32.1,42.6,40.1,2.7,0.6,5.2,7.2,3.7,6.4,8.6,
53,CJ McCollum,NOP,51,26,25,35.0,50.8,65.3,5.8,0.7,10.7,15.3,7.5,11.5,14.7,
54,Cade Cunningham,DET,12,3,9,33.3,50.3,65.8,6.0,0.4,12.6,17.3,8.3,11.9,16.4,
55,Caleb Houstan,ORL,33,12,21,16.3,9.5,7.3,0.5,0.1,0.9,1.5,0.6,5.8,6.4,
56,Caleb Martin,MIA,48,26,22,30.3,28.3,26.4,1.6,0.3,3.5,4.6,2.1,5.7,7.6,
57,Cam Reddish,POR,22,10,12,21.6,11.2,14.8,1.1,0.0,2.0,2.6,1.2,9.7,10.5,
58,Cam Thomas,BKN,40,24,16,16.4,18.0,23.4,1.5,0.3,2.6,3.6,1.8,8.3,10.1,
59,Cameron Johnson,BKN,19,13,6,25.5,22.5,22.6,1.6,0.2,3.1,4.4,2.2,7.0,9.8,
60,Cameron Payne,PHX,28,15,13,24.0,43.1,46.6,5.3,0.8,9.9,12.9,6.5,12.3,15.2,
