,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
0,A.J. Lawson,DAL,12,4.2,1.3,0.4,1.0,41.7,0.4,1.0,41.7,62.5
1,AJ Green,MIL,25,8.9,2.9,1.0,2.1,45.3,1.0,2.1,45.3,67.9
2,AJ Griffin,ATL,54,20.5,3.5,1.2,3.1,38.5,1.1,3.0,37.3,56.2
3,Aaron Gordon,DEN,49,30.3,1.9,0.7,1.8,36.8,0.6,1.5,37.3,52.9
4,Aaron Holiday,ATL,49,14.6,1.5,0.5,1.2,43.1,0.5,1.2,43.1,64.7
5,Aaron Nesmith,IND,52,24.4,3.8,1.3,3.7,34.9,1.3,3.6,34.6,51.8
6,Aaron Wiggins,OKC,45,18.6,2.0,0.7,1.7,40.0,0.7,1.6,40.5,60.0
7,Admiral Schofield,ORL,27,13.0,2.0,0.7,1.9,36.0,0.7,1.9,36.0,54.0
8,Al Horford,BOS,44,30.7,6.0,2.0,4.9,40.6,2.0,4.7,41.8,60.6
9,Alec Burks,DET,45,22.1,3.2,1.1,2.4,44.9,1.0,2.3,45.2,66.8
10,Aleksej Pokusevski,OKC,31,21.9,3.8,1.3,3.3,38.8,1.2,3.1,38.5,56.8
11,Alex Caruso,CHI,48,24.2,2.3,0.8,2.0,40.4,0.8,1.9,40.0,59.6
12,Alex Len,SAC,13,3.5,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
13,Alize Johnson,SAS,4,7.4,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0
14,Alondes Williams,BKN,1,5.3,0.0,0.0,0.0,-,-,-,-,-
15,Alperen Sengun,HOU,52,28.4,0.8,0.3,0.9,36.2,0.2,0.5,35.7,46.8
16,Amir Coffey,LAC,39,14.6,0.7,0.3,0.8,32.3,0.2,0.7,31.0,46.8
17,Andre Drummond,CHI,44,13.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
18,Andre Iguodala,GSW,3,14.1,0.0,0.0,0.0,-,-,-,-,-
19,Andrew Nembhard,IND,52,27.2,2.8,1.0,2.8,34.7,0.9,2.7,34.1,51.0
20,Andrew Wiggins,GSW,37,32.2,6.6,2.2,5.2,43.0,2.1,5.0,42.5,63.5
21,Anfernee Simons,POR,55,35.7,6.1,2.1,5.2,39.8,2.0,5.1,39.7,59.5
22,Anthony Davis,LAL,34,33.5,2.0,0.8,2.6,31.0,0.4,1.3,28.9,38.5
23,Anthony Edwards,MIN,60,36.2,3.3,1.1,2.6,43.0,1.1,2.5,42.7,63.3
24,Anthony Gill,WAS,40,10.2,0.3,0.1,0.4,25.0,0.1,0.4,20.0,34.4
25,Anthony Lamb,GSW,42,19.3,3.6,1.2,3.1,40.3,1.2,3.0,39.2,59.3
26,Austin Reaves,LAL,40,28.0,3.2,1.1,2.8,38.9,1.0,2.7,37.6,57.1
27,Austin Rivers,MIN,45,21.1,2.3,0.8,2.0,37.0,0.8,2.0,37.0,55.4
28,Ayo Dosunmu,CHI,55,28.0,2.4,0.8,2.5,32.6,0.8,2.5,31.9,48.2
29,Bam Adebayo,MIA,53,35.3,1.9,0.9,2.1,44.5,0.0,0.2,12.5,45.0
30,Ben Simmons,BKN,41,26.5,0.1,0.0,0.1,40.0,0.0,0.0,-,40.0
31,Bennedict Mathurin,IND,59,28.3,2.3,0.8,2.7,29.3,0.7,2.5,29.5,43.0
32,Bismack Biyombo,PHX,45,14.0,0.1,0.1,0.2,33.3,-,-,-,33.3
33,Blake Griffin,BOS,24,13.4,1.9,0.6,1.5,42.9,0.6,1.4,44.1,64.3
34,Blake Wesley,SAS,14,12.9,1.5,0.5,1.1,43.8,0.5,1.1,43.8,65.6
35,Boban Marjanovic,HOU,18,4.2,0.1,0.1,0.1,50.0,0.0,0.1,0.0,50.0
36,Bobby Portis,MIL,47,26.8,4.4,1.6,4.1,39.6,1.2,3.4,35.2,54.4
37,Bogdan Bogdanovic,ATL,33,30.0,6.2,2.2,5.5,39.3,1.8,5.0,37.2,56.0
38,Bojan Bogdanovic,DET,55,32.1,5.8,2.0,4.2,47.4,1.8,4.0,45.4,68.9
39,Bol Bol,ORL,53,23.3,1.0,0.4,1.1,33.3,0.3,1.0,31.4,47.4
40,Bones Hyland,LAC,42,19.5,3.0,1.0,2.7,37.5,1.0,2.6,38.2,56.3
41,Bradley Beal,WAS,34,32.8,3.7,1.4,3.1,43.8,1.0,2.5,40.7,60.5
42,Brandon Boston Jr.,LAC,20,12.2,0.8,0.3,0.8,31.3,0.3,0.7,35.7,46.9
43,Brandon Clarke,MEM,50,19.8,0.9,0.5,0.9,50.0,0.0,0.1,16.7,51.1
44,Brandon Ingram,NOP,23,32.1,3.8,1.3,3.3,41.3,1.1,2.7,41.3,58.7
45,Braxton Key,DET,3,3.0,0.0,0.0,0.0,-,-,-,-,-
46,Brook Lopez,MIL,55,30.4,5.5,1.9,5.0,38.5,1.7,4.4,39.1,55.9
47,Bruce Brown,DEN,57,28.8,3.7,1.2,3.1,40.3,1.2,3.0,40.7,60.2
48,Bruno Fernando,ATL,31,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Bryce McGowens,CHA,25,14.3,1.1,0.4,1.0,36.0,0.4,1.0,37.5,54.0
50,Bryn Forbes,MIN,25,10.7,1.2,0.4,1.4,29.4,0.4,1.3,31.3,44.1
51,Buddy Boeheim,DET,1,1.0,0.0,0.0,0.0,-,-,-,-,-
52,Buddy Hield,IND,59,32.1,8.1,2.7,6.5,41.8,2.7,6.4,42.0,62.5
53,CJ McCollum,NOP,51,35.0,4.9,1.6,4.3,38.0,1.6,4.1,39.6,56.6
54,Cade Cunningham,DET,12,33.3,2.4,0.8,2.7,31.3,0.8,2.3,33.3,45.3
55,Caleb Houstan,ORL,33,16.3,2.8,1.0,2.6,37.2,0.9,2.4,37.5,54.7
56,Caleb Martin,MIA,48,30.3,3.2,1.1,3.3,34.2,0.9,2.9,32.8,48.4
57,Cam Reddish,POR,22,21.6,2.4,0.8,2.6,31.6,0.7,2.5,29.6,45.6
58,Cam Thomas,BKN,40,16.4,1.1,0.4,0.8,50.0,0.3,0.7,46.2,70.0
59,Cameron Johnson,BKN,19,25.5,6.9,2.3,5.4,42.7,2.3,5.2,43.4,63.6
60,Cameron Payne,PHX,28,24.0,2.8,0.9,2.7,34.2,0.9,2.7,34.2,51.3
61,Caris LeVert,CLE,54,30.5,3.0,1.0,2.6,37.8,1.0,2.6,37.8,56.6
62,Carlik Jones,CHI,1,1.1,0.0,0.0,0.0,-,-,-,-,-
63,Cedi Osman,CLE,58,21.0,3.4,1.2,3.3,34.9,1.1,3.3,34.4,51.8
64,Charles Bassey,SAS,25,13.6,0.4,0.2,0.4,40.0,0.0,0.2,25.0,45.0
65,Chima Moneke,SAC,2,4.0,0.0,0.0,0.0,-,-,-,-,-
66,Chimezie Metu,SAC,43,10.8,0.6,0.2,0.7,29.0,0.2,0.7,28.6,41.9
67,Chris Boucher,TOR,52,20.7,2.5,0.9,2.6,33.6,0.8,2.4,33.3,49.3
68,Chris Duarte,IND,35,19.2,1.9,0.6,2.1,29.3,0.6,2.1,28.8,43.3
69,Chris Paul,PHX,37,31.8,2.1,0.7,1.3,53.1,0.7,1.3,53.2,78.6
70,Chris Silva,DAL,1,3.0,0.0,0.0,0.0,-,-,-,-,-
71,Christian Braun,DEN,53,15.2,1.0,0.3,1.0,33.3,0.3,0.9,34.0,49.1
72,Christian Koloko,TOR,45,14.6,0.2,0.1,0.3,21.4,0.0,0.2,12.5,25.0
73,Christian Wood,DAL,47,27.8,4.8,1.6,3.8,42.2,1.6,3.7,43.0,62.8
74,Chuma Okeke,ORL,18,21.8,2.8,0.9,3.1,30.9,0.9,3.1,30.9,46.4
75,Clint Capela,ATL,42,26.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Coby White,CHI,49,21.7,4.1,1.4,3.8,36.4,1.4,3.8,36.0,54.3
77,Cody Martin,CHA,7,19.1,1.6,0.6,1.4,40.0,0.4,1.3,33.3,55.0
78,Cole Anthony,ORL,39,25.0,2.1,0.7,2.3,31.1,0.7,2.3,30.3,46.1
79,Cole Swider,LAL,6,6.7,1.5,0.5,1.0,50.0,0.5,1.0,50.0,75.0
80,Collin Sexton,UTA,46,24.5,1.8,0.6,1.6,38.7,0.6,1.6,37.5,56.7
81,Corey Kispert,WAS,48,27.3,5.3,1.8,4.4,41.1,1.7,4.2,40.9,61.0
82,Cory Joseph,DET,39,15.8,1.1,0.4,1.2,29.8,0.4,1.2,29.8,44.7
83,D'Angelo Russell,LAL,56,32.9,4.7,1.6,4.0,39.6,1.5,3.9,38.4,58.0
84,Daishen Nix,HOU,41,15.5,1.3,0.4,1.6,26.9,0.4,1.6,27.3,40.3
85,Dalano Banton,TOR,25,9.7,1.3,0.4,1.4,31.4,0.4,1.4,32.4,47.1
86,Dalen Terry,CHI,21,3.5,0.1,0.0,0.2,20.0,0.0,0.2,20.0,30.0
87,Damian Jones,UTA,22,8.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0
88,Damian Lillard,POR,45,36.1,4.5,1.5,4.1,37.5,1.4,3.9,36.2,54.9
89,Damion Lee,PHX,58,22.3,5.0,1.7,3.7,46.2,1.6,3.5,46.6,68.6
90,Daniel Gafford,WAS,54,18.8,0.1,0.0,0.1,33.3,-,-,-,33.3
