,PLAYER,TEAM,GP,W,L,MIN,Dist. Feet,Dist. Miles,Dist. Miles Off,Dist. Miles Def,Avg Speed,Avg Speed Off,Avg Speed Def
158,Gary Trent Jr.,TOR,52,25,27,33.8,12640.7,2.39,1.25,1.14,3.96,4.16,3.76
159,George Hill,IND,36,24,12,18.8,7265.7,1.38,0.74,0.63,4.08,4.26,3.88
160,Georges Niang,PHI,57,38,19,19.6,7757.1,1.47,0.8,0.67,4.18,4.54,3.83
161,Giannis Antetokounmpo,MIL,48,36,12,32.5,12083.5,2.29,1.26,1.03,3.94,4.42,3.49
162,Goga Bitadze,ORL,22,8,14,9.6,3805.8,0.72,0.38,0.34,4.18,4.55,3.84
163,Goran Dragic,CHI,50,22,28,15.5,6278.4,1.19,0.65,0.54,4.28,4.8,3.77
164,Gordon Hayward,CHA,36,14,22,31.2,12714.5,2.41,1.32,1.08,4.33,4.82,3.85
165,Gorgui Dieng,SAS,21,2,19,9.6,3495.5,0.66,0.36,0.3,3.84,4.15,3.52
166,Grant Williams,BOS,60,44,16,27.5,10265.3,1.94,1.02,0.92,3.96,4.1,3.81
167,Grayson Allen,MIL,55,40,15,27.6,11311.7,2.14,1.15,0.99,4.37,4.68,4.05
168,Greg Brown III,POR,16,10,6,5.8,2229.7,0.42,0.22,0.21,4.01,4.11,3.91
169,Hamidou Diallo,DET,51,12,39,16.9,6924.9,1.31,0.71,0.6,4.35,4.77,3.94
170,Harrison Barnes,SAC,59,34,25,32.6,13273.8,2.51,1.33,1.18,4.31,4.74,3.91
171,Haywood Highsmith,MIA,44,23,21,19.4,8081.2,1.53,0.82,0.71,4.42,4.7,4.15
172,Herbert Jones,NOP,45,19,26,28.6,11316.6,2.14,1.12,1.02,4.21,4.51,3.92
173,Immanuel Quickley,NYK,61,35,26,27.8,11100.1,2.1,1.15,0.95,4.22,4.51,3.93
174,Isaac Okoro,CLE,63,38,25,21.2,8226.8,1.56,0.77,0.79,4.11,4.0,4.23
175,Isaiah Hartenstein,NYK,62,35,27,19.7,8299.8,1.57,0.86,0.72,4.45,4.79,4.11
176,Isaiah Jackson,IND,45,17,28,15.3,6226.3,1.18,0.62,0.56,4.29,4.71,3.91
177,Isaiah Joe,OKC,51,25,26,16.2,6677.6,1.26,0.67,0.6,4.34,4.72,3.98
178,Isaiah Livers,DET,38,9,29,21.3,8700.3,1.65,0.86,0.79,4.31,4.51,4.11
179,Isaiah Mobley,CLE,8,5,3,3.3,1233.1,0.23,0.12,0.11,4.04,4.41,3.71
180,Isaiah Roby,SAS,41,9,32,11.3,4772.9,0.9,0.5,0.41,4.45,5.02,3.87
181,Isaiah Stewart,DET,49,12,37,28.3,10830.6,2.05,1.09,0.96,4.07,4.31,3.83
182,Isaiah Todd,WAS,4,2,2,3.1,1326.0,0.25,0.14,0.11,4.34,4.53,4.09
183,Ish Smith,DEN,31,20,11,10.2,4085.9,0.77,0.45,0.33,4.26,4.81,3.68
184,Ish Wainright,PHX,43,23,20,15.5,6332.6,1.2,0.65,0.55,4.29,4.64,3.94
185,Ivica Zubac,LAC,59,32,27,29.4,10973.3,2.08,1.12,0.96,3.99,4.21,3.77
186,JD Davison,BOS,6,5,1,2.3,805.7,0.15,0.09,0.06,3.53,3.45,3.64
187,JT Thor,CHA,49,14,35,11.0,4575.7,0.87,0.47,0.39,4.42,4.84,4.0
188,Ja Morant,MEM,50,32,18,32.6,12506.4,2.37,1.28,1.09,4.05,4.42,3.68
189,JaMychal Green,GSW,40,20,20,14.7,5866.0,1.11,0.6,0.52,4.2,4.54,3.86
190,JaVale McGee,DAL,36,17,19,8.1,3124.9,0.59,0.31,0.28,4.09,4.23,3.95
191,Jabari Smith Jr.,HOU,56,12,44,30.0,11504.1,2.18,1.18,1.0,4.08,4.31,3.84
192,Jabari Walker,POR,39,19,20,9.0,3535.0,0.67,0.36,0.31,4.09,4.3,3.86
193,Jack White,DEN,15,12,3,3.1,1245.4,0.24,0.14,0.09,4.03,4.23,3.77
194,Jaden Hardy,DAL,32,16,16,11.6,4647.4,0.88,0.47,0.41,4.21,4.37,4.02
195,Jaden Ivey,DET,56,15,41,30.1,12004.7,2.27,1.25,1.03,4.24,4.63,3.85
196,Jaden McDaniels,MIN,59,30,29,30.5,12819.7,2.43,1.24,1.19,4.47,4.7,4.25
197,Jaden Springer,PHI,7,7,0,3.8,1522.7,0.29,0.15,0.14,4.17,4.06,4.3
198,Jae Crowder,MIL,1,1,0,16.0,6901.0,1.31,0.7,0.61,4.58,5.01,4.15
199,Jae'Sean Tate,HOU,21,3,18,21.4,8458.5,1.6,0.88,0.72,4.16,4.44,3.86
200,Jake LaRavia,MEM,31,21,10,12.4,5165.1,0.98,0.53,0.44,4.37,4.69,4.07
201,Jakob Poeltl,TOR,50,15,35,26.2,10711.9,2.03,1.1,0.93,4.37,4.73,4.0
202,Jalen Brunson,NYK,58,33,25,35.1,13868.8,2.63,1.51,1.12,4.19,4.63,3.72
203,Jalen Duren,DET,51,14,37,25.2,9928.4,1.88,0.98,0.9,4.17,4.28,4.06
204,Jalen Green,HOU,54,11,43,33.9,13589.3,2.57,1.47,1.1,4.25,4.67,3.79
205,Jalen Johnson,ATL,56,28,28,14.5,5936.4,1.12,0.6,0.52,4.32,4.65,4.0
206,Jalen McDaniels,PHI,61,19,42,25.9,10826.4,2.05,1.12,0.94,4.43,4.87,3.99
207,Jalen Smith,IND,52,25,27,18.2,7554.4,1.43,0.76,0.67,4.41,4.78,4.05
208,Jalen Suggs,ORL,36,14,22,23.0,9031.5,1.71,0.92,0.79,4.15,4.43,3.85
209,Jalen Williams,OKC,55,26,29,29.2,12399.4,2.35,1.26,1.08,4.52,5.08,4.0
210,Jamal Cain,MIA,14,8,6,13.3,5522.6,1.05,0.52,0.52,4.38,4.41,4.35
211,Jamal Murray,DEN,47,33,14,32.4,12744.7,2.41,1.34,1.08,4.18,4.63,3.74
212,Jamaree Bouyea,MIA,4,2,2,16.3,6566.5,1.24,0.67,0.57,4.32,4.49,4.14
213,James Bouknight,CHA,26,5,21,13.6,5481.9,1.04,0.58,0.46,4.3,4.78,3.83
214,James Harden,PHI,43,29,14,36.6,12238.5,2.32,1.28,1.04,3.56,3.86,3.24
215,James Johnson,IND,12,5,7,8.2,3045.9,0.58,0.3,0.28,3.93,4.47,3.47
216,James Wiseman,DET,24,9,15,13.7,5697.5,1.08,0.57,0.51,4.39,4.7,4.1
217,Jared Rhoden,DET,1,0,1,12.0,5322.0,1.01,0.52,0.49,4.59,4.86,4.37
218,Jaren Jackson Jr.,MEM,42,26,16,27.2,10799.5,2.05,1.05,0.99,4.18,4.44,3.94
219,Jarred Vanderbilt,LAL,56,28,28,23.9,9853.3,1.87,0.99,0.88,4.37,4.56,4.17
220,Jarrett Allen,CLE,56,35,21,33.2,12216.4,2.31,1.22,1.09,3.91,4.04,3.77
221,Jarrett Culver,ATL,10,5,5,13.7,5399.8,1.02,0.55,0.47,4.12,4.31,3.92
222,Jason Preston,LAC,13,3,10,9.4,3815.4,0.72,0.39,0.34,4.26,4.63,3.9
223,Javonte Green,CHI,28,11,17,16.0,6636.5,1.26,0.65,0.61,4.35,4.68,4.05
224,Jaxson Hayes,NOP,34,15,19,13.0,5101.9,0.97,0.51,0.46,4.16,4.37,3.92
225,Jaylen Brown,BOS,50,35,15,35.7,13518.2,2.56,1.37,1.19,4.03,4.36,3.72
226,Jaylen Nowell,MIN,62,31,31,19.5,7972.4,1.51,0.79,0.72,4.32,4.63,4.01
227,Jaylin Williams,OKC,27,12,15,16.5,6305.6,1.19,0.65,0.54,4.08,4.49,3.7
228,Jayson Tatum,BOS,57,42,15,37.4,13292.1,2.52,1.38,1.14,3.79,4.13,3.44
229,Jeff Dowtin Jr.,TOR,17,12,5,8.3,3324.5,0.63,0.33,0.3,4.2,4.41,3.99
230,Jeff Green,DEN,39,25,14,19.4,7050.5,1.34,0.72,0.62,3.85,4.05,3.65
231,Jerami Grant,POR,54,25,29,35.7,13573.4,2.57,1.38,1.19,4.03,4.26,3.8
232,Jeremiah Robinson-Earl,OKC,30,11,19,20.2,8560.3,1.62,0.87,0.75,4.52,5.07,4.02
233,Jeremy Sochan,SAS,48,11,37,26.0,10858.5,2.06,1.11,0.95,4.45,4.9,4.01
234,Jericho Sims,NYK,48,28,20,16.1,6410.4,1.21,0.66,0.56,4.25,4.47,4.0
235,Jevon Carter,MIL,59,42,17,22.7,9296.4,1.76,0.9,0.86,4.36,4.45,4.25
236,Jimmy Butler,MIA,46,24,22,33.4,12647.6,2.4,1.27,1.12,4.01,4.16,3.86
237,Jock Landale,PHX,52,27,25,14.2,5626.3,1.07,0.56,0.5,4.16,4.4,3.92
238,Joe Harris,BKN,52,29,23,23.8,9528.7,1.8,1.0,0.81,4.28,4.84,3.76
239,Joe Ingles,MIL,26,18,8,22.3,8544.5,1.62,0.86,0.76,4.05,4.31,3.79
240,Joe Wieskamp,TOR,2,1,1,8.5,3863.0,0.73,0.43,0.31,5.0,5.43,4.47
241,Joel Embiid,PHI,47,31,16,35.1,11717.3,2.22,1.16,1.06,3.55,3.69,3.4
242,John Butler Jr.,POR,9,2,7,3.4,1324.7,0.25,0.13,0.12,4.09,3.83,3.98
243,John Collins,ATL,50,26,24,31.1,11852.3,2.24,1.17,1.07,4.06,4.27,3.84
244,John Konchar,MEM,51,31,20,22.1,9390.0,1.78,0.92,0.86,4.47,4.64,4.31
245,John Wall,LAC,34,15,19,22.2,7839.1,1.48,0.8,0.69,3.7,3.99,3.4
246,Johnny Davis,WAS,13,6,7,4.7,1941.8,0.37,0.21,0.16,4.31,4.61,3.99
247,Jonas Valanciunas,NOP,60,29,31,24.9,9358.3,1.77,0.92,0.85,4.03,4.25,3.83
248,Jonathan Isaac,ORL,11,8,3,11.3,4712.1,0.89,0.48,0.41,4.42,4.66,4.17
249,Jonathan Kuminga,GSW,48,26,22,19.5,8104.9,1.54,0.81,0.72,4.4,4.73,4.07
250,Jordan Clarkson,UTA,60,30,30,32.6,12993.0,2.46,1.39,1.08,4.21,4.64,3.77
251,Jordan Goodwin,WAS,40,15,25,18.0,7675.7,1.45,0.8,0.66,4.47,4.83,4.1
252,Jordan Hall,SAS,9,1,8,9.2,3956.7,0.75,0.43,0.32,4.5,5.29,3.86
253,Jordan McLaughlin,MIN,25,13,12,15.2,6641.6,1.26,0.69,0.57,4.61,5.27,4.02
254,Jordan Nwora,IND,42,28,14,15.8,6496.1,1.23,0.67,0.56,4.37,4.63,4.09
255,Jordan Poole,GSW,59,29,30,30.6,11896.8,2.25,1.28,0.97,4.11,4.75,3.49
256,Jordan Schakel,WAS,2,0,2,3.1,1360.0,0.26,0.13,0.13,4.38,5.43,5.11
257,Jose Alvarado,NOP,60,30,30,21.6,9117.3,1.73,0.9,0.83,4.47,4.69,4.24
