,PLAYER,TEAM,GP,Poss,Freq%,PPP,PTS,FGM,FGA,FG%,eFG%,FT Freq%,TOV Freq%,SF Freq%,And One Freq%,Score Freq%,Percentile
0,Nikola Jokic,DEN,51,5.4,25.7,1.21,6.5,2.5,3.8,65.6,65.6,20.4,16.4,17.9,6.9,59.1,91.4
1,Joel Embiid,PHI,45,5.0,17.1,1.15,5.7,1.8,3.3,55.4,55.4,27.2,11.6,22.8,5.4,57.6,84.9
2,Nikola Vucevic,CHI,59,3.5,20.9,1.06,3.7,1.6,2.9,55.8,55.8,9.7,8.2,6.8,1.0,54.1,75.5
3,Deandre Ayton,PHX,51,4.2,24.6,0.99,4.2,1.8,3.5,53.4,53.4,7.5,10.7,6.5,0.5,50.9,58.3
4,Luka Doncic,DAL,50,4.0,12.9,1.05,4.2,1.5,2.9,51.7,51.7,23.2,6.6,22.7,5.1,55.6,74.1
5,Kristaps Porzingis,WAS,50,3.4,16.9,1.17,4.0,1.4,2.5,58.1,58.1,23.8,10.5,21.5,6.4,59.3,87.1
6,Jonas Valanciunas,NOP,58,3.4,25.1,0.98,3.4,1.3,2.4,52.9,52.9,19.0,17.0,17.0,6.0,50.0,56.8
7,Jusuf Nurkic,POR,45,4.0,28.7,0.91,3.6,1.4,2.8,50.4,50.4,15.7,16.3,15.7,4.5,47.2,42.4
8,Alperen Sengun,HOU,53,2.9,19.3,1.03,2.9,1.2,2.1,56.9,56.9,16.4,13.8,11.8,2.0,53.3,70.5
9,Giannis Antetokounmpo,MIL,47,3.5,11.3,0.9,3.1,1.2,2.2,52.9,52.9,19.0,19.6,14.7,2.5,47.9,39.6
10,Anthony Davis,LAL,35,4.2,18.3,1.0,4.2,1.5,3.1,46.4,46.4,20.5,8.2,17.8,4.1,50.7,64.1
11,Domantas Sabonis,SAC,55,2.5,15.0,1.0,2.5,1.1,1.9,57.3,57.3,11.4,15.7,9.3,0.7,52.9,64.1
12,DeMar DeRozan,CHI,53,2.0,8.4,1.28,2.5,0.9,1.5,58.5,58.5,26.9,6.7,26.9,12.5,60.6,96.4
13,Bobby Portis,MIL,47,2.7,19.6,1.0,2.7,1.3,2.4,52.7,52.7,6.3,7.8,4.7,1.6,50.8,64.1
14,Bam Adebayo,MIA,54,2.3,11.2,1.02,2.4,1.0,1.7,55.3,55.3,11.2,14.4,11.2,0.8,52.0,68.3
15,Zach Collins,SAS,48,2.3,23.1,1.1,2.6,0.9,1.7,53.8,53.8,21.4,11.6,17.9,4.5,55.4,80.6
16,John Collins,ATL,50,2.5,19.9,0.98,2.4,1.0,2.0,51.0,51.0,10.5,9.7,10.5,2.4,49.2,55.4
17,Pascal Siakam,TOR,49,2.4,9.6,1.03,2.4,0.9,1.7,52.4,52.4,21.6,10.3,20.7,2.6,54.3,69.8
18,Brook Lopez,MIL,57,1.9,14.5,1.08,2.1,0.8,1.5,56.0,56.0,16.7,11.1,14.8,6.5,53.7,79.0
19,Aaron Gordon,DEN,49,2.3,15.4,1.03,2.4,0.9,1.6,53.2,53.2,26.5,11.5,24.8,8.0,53.1,71.9
20,Zion Williamson,NOP,29,3.8,16.4,0.99,3.8,1.4,2.6,53.3,53.3,23.4,16.2,19.8,7.2,51.4,57.6
21,Jayson Tatum,BOS,55,1.5,5.4,1.28,1.9,0.6,1.0,58.2,58.2,30.5,6.1,30.5,4.9,64.6,97.1
22,LeBron James,LAL,45,2.6,9.1,0.91,2.3,1.0,2.0,48.4,48.4,13.9,13.9,13.9,7.0,44.3,44.9
23,Myles Turner,IND,50,1.9,12.2,1.07,2.0,0.7,1.3,52.2,52.2,22.6,9.7,18.3,4.3,55.9,77.0
24,Ivica Zubac,LAC,59,1.6,16.5,1.06,1.7,0.7,1.1,58.2,58.2,17.0,13.8,13.8,2.1,55.3,76.3
25,Christian Wood,DAL,48,2.0,12.8,1.03,2.1,0.8,1.4,61.5,61.5,15.5,18.6,12.4,1.0,55.7,71.2
26,Julius Randle,NYK,60,2.0,8.6,0.81,1.7,0.5,1.3,42.9,42.9,19.5,20.3,17.1,2.4,43.1,25.9
27,Jaren Jackson Jr.,MEM,40,2.4,15.4,1.01,2.4,1.0,1.8,56.2,56.2,10.4,14.6,10.4,1.0,52.1,67.6
28,Kevin Durant,BKN,39,2.1,8.2,1.15,2.4,0.9,1.4,63.0,63.0,17.5,18.8,15.0,3.8,56.3,84.2
29,Jerami Grant,POR,54,1.8,9.5,0.95,1.7,0.6,1.3,50.0,50.0,16.7,14.6,14.6,4.2,47.9,53.2
30,Paolo Banchero,ORL,52,1.8,8.1,0.96,1.7,0.6,1.3,50.0,50.0,16.5,13.2,15.4,2.2,49.5,54.7
